序号,招聘主题,用人单位,发布日期,浏览次数
2016,助理PCB工程师,武汉佰钧成技术有限责任公司,2021-10-12,47
2017,助理基带工程师,武汉佰钧成技术有限责任公司,2021-10-12,49
2018,嵌入式软件开发工程师,武汉航达航空科技发展有限公司,2021-10-12,46
2019,飞机附件研发工程师,武汉航达航空科技发展有限公司,2021-10-12,57
2020,电机开发工程师,武汉航达航空科技发展有限公司,2021-10-12,72
2021,python开发工程师,壹沓科技（上海）有限公司,2021-10-12,71
2022,专业技术岗,厦门水务集团有限公司,2021-10-11,47
2023,RFIC设计工程师,北京博瑞微电子科技有限公司,2021-10-11,81
2024,供应商质量工程师,重庆安道拓汽车部件系统有限公司,2021-10-11,51
2025,供应商质量工程师,重庆安道拓汽车部件系统有限公司,2021-10-11,52
2026,制造工程师,重庆安道拓汽车部件系统有限公司,2021-10-11,53
2027,密码产品安全测评工程师,高维密码测评技术（山东）有限公司,2021-10-11,44
2028,设备工程师,重庆安道拓汽车部件系统有限公司,2021-10-11,51
2029,质量工程师,重庆安道拓汽车部件系统有限公司,2021-10-11,48
2030,物料工程师,重庆安道拓汽车部件系统有限公司,2021-10-11,46
2031,研发工程师,北京数码大方科技股份有限公司,2021-10-11,46
2032,业务顾问,上海甄汇信息科技有限公司,2021-10-11,179
2033,Java开发工程师,成都精灵云科技有限公司,2021-10-11,128
2034,Java技术顾问,上海甄汇信息科技有限公司,2021-10-11,184
2035,测试工程师,成都精灵云科技有限公司,2021-10-11,121
2036,客户成功顾问,上海甄汇信息科技有限公司,2021-10-11,189
2037,紫光展锐2022校招-非技术类岗位热招中,紫光展锐（上海）科技有限公司,2021-10-11,48
2038,技术工程师,北京数码大方科技股份有限公司,2021-10-11,39
2039,销售管培生,北京数码大方科技股份有限公司,2021-10-11,47
2040,Java开发工程师,上海甄汇信息科技有限公司,2021-10-11,191
2041,软件开发类,楷知信息科技（上海）有限公司西安分公司,2021-10-11,47
2042,解决方案工程师岗,成都精灵云科技有限公司,2021-10-11,117
2043,软件开发类,楷知信息科技（上海）有限公司西安分公司,2021-10-11,57
2044,汽车内饰造型设计师,爱优卡（天津）汽车科技有限公司,2021-10-11,55
2045,物流管理岗,河南牧原物流有限公司,2021-10-11,53
2046,前端开发工程师,北京云辰信通科技有限公司,2021-10-11,43
2047,电子技术研发工程师,西安卫光科技有限公司,2021-10-11,61
2048,生产管培生/职能管培生,四川晶科能源有限公司,2021-10-11,293
2049,芯片安全测评工程师,高维密码测评技术（山东）有限公司,2021-10-11,51
2050,通讯云研发-后台研发工程师,北京易掌云峰科技有限公司,2021-10-11,72
2051,客服云研发-前端工程师,北京易掌云峰科技有限公司,2021-10-11,59
2052,模拟IC设计工程师,北京博瑞微电子科技有限公司,2021-10-11,59
2053,电子工程师,深圳宜美智科技股份有限公司,2021-10-11,147
2054,技术研发岗,西南通信研究所（中国电子科技集团公司第三十研究所）,2021-10-11,69
2055,通讯云研发-测试工程师,北京易掌云峰科技有限公司,2021-10-11,70
2056,私有云-Java工程师,北京易掌云峰科技有限公司,2021-10-11,62
2057,机械工程师,深圳宜美智科技股份有限公司,2021-10-11,158
2058,光学工程师,深圳宜美智科技股份有限公司,2021-10-11,156
2059,激光工程师,深圳宜美智科技股份有限公司,2021-10-11,159
2060,私有云-前端工程师,北京易掌云峰科技有限公司,2021-10-11,61
2061,校园大使,亿次网联（杭州）科技有限公司,2021-10-11,49
2062,私有云-Java工程师,北京易掌云峰科技有限公司,2021-10-11,70
2063,私有云-前端工程师,北京易掌云峰科技有限公司,2021-10-11,63
2064,私有云-Java工程师,北京易掌云峰科技有限公司,2021-10-11,61
2065,机械设备工程师,芜湖新兴铸管有限责任公司,2021-10-10,40
2066,软件工程师,芜湖新兴铸管有限责任公司,2021-10-10,45
2067,电气工程师,芜湖新兴铸管有限责任公司,2021-10-10,43
2068,股票交易员,西安天勤汇理私募基金管理有限公司,2021-10-10,67
2069,质量工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,43
2070,硬件工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,44
2071,测试工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,45
2072,设备工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,48
2073,工艺整合工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,44
2074,工艺工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,48
2075,研发工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,48
2076,信息技术类,山推工程机械股份有限公司,2021-10-09,56
2077,研发/工艺类,山推工程机械股份有限公司,2021-10-09,56
2078,软件工程师,杭州柳叶刀机器人有限公司,2021-10-09,47
2079,软饰设计工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,54
2080,机器人算法工程师,杭州柳叶刀机器人有限公司,2021-10-09,51
2081,医学影像算法工程师,杭州柳叶刀机器人有限公司,2021-10-09,43
2082,骨架设计工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,52
2083,研发工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,52
2084,样件工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,49
2085,产品工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,49
2086,工业设计师,重庆安道拓汽车部件系统有限公司,2021-10-09,50
2087,先期制造工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,51
2088,生信工程师,北京中科生信教育科技有限公司,2021-10-09,52
2089,C#开发工程师,上海绎维软件系统有限公司,2021-10-09,55
2090,C++开发工程师,上海绎维软件系统有限公司,2021-10-09,57
2091,Java开发工程师,上海绎维软件系统有限公司,2021-10-09,61
2092,Web前端工程师,上海绎维软件系统有限公司,2021-10-09,60
2093,测试工程师,上海绎维软件系统有限公司,2021-10-09,54
2094,综合类岗位（14大类见职位详情）,深圳联友科技有限公司,2021-10-09,115
2095,技术支持工程师,北京中科生信教育科技有限公司,2021-10-09,44
2096,市场代表,北京中科生信教育科技有限公司,2021-10-09,41
2097,芯片设计工程师,北京物芯科技有限责任公司,2021-10-09,113
2098,OSH“雁翔·青葵2022”项目校园招聘,中国外运华中有限公司,2021-10-09,39
2099,助理生信工程师,北京中科生信教育科技有限公司,2021-10-09,40
2100,C++软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,64
2101,嵌入式软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,60
2102,JAVA软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,63
2103,模拟IC工程师,北京神经元网络技术有限公司,2021-10-09,112
2104,SLAM算法工程师,深圳优艾智合机器人科技有限公司,2021-10-09,70
2105,C#软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,61
2106,硬件测试工程师,深圳优艾智合机器人科技有限公司,2021-10-09,59
2107,软件测试工程师,深圳优艾智合机器人科技有限公司,2021-10-09,53
2108,机械/结构设计工程师,深圳优艾智合机器人科技有限公司,2021-10-09,68
2109,产品助理,深圳优艾智合机器人科技有限公司,2021-10-09,58
2110,招聘专员,深圳优艾智合机器人科技有限公司,2021-10-09,62
2111,博士后,上海人工智能创新中心,2021-10-09,43
2112,OpenMMLab算法研究员,上海人工智能创新中心,2021-10-09,36
2113,校招-前端开发工程师,北京木瓜移动科技股份有限公司,2021-10-09,48
2114,软件开发工程师,盛合晶微半导体（江阴）有限公司,2021-10-09,44
2115,决策AI算法研究员,上海人工智能创新中心,2021-10-09,36
2116,校招-Python开发工程师,北京木瓜移动科技股份有限公司,2021-10-09,44
2117,AI青年科学家,上海人工智能创新中心,2021-10-09,43
2118,校招-产品经理,北京木瓜移动科技股份有限公司,2021-10-09,47
2119,校招-新媒体运营,北京木瓜移动科技股份有限公司,2021-10-09,39
2120,光学设计师,中国科学院上海光学精密机械研究所,2021-10-08,97
2121,结构设计师,中国科学院上海光学精密机械研究所,2021-10-08,101
2122,电路设计师,中国科学院上海光学精密机械研究所,2021-10-08,100
2123,软件设计师,中国科学院上海光学精密机械研究所,2021-10-08,101
2124,激光探测研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,107
2125,激光器研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,95
2126,自动控制工程师,中国科学院上海光学精密机械研究所,2021-10-08,96
2127,光功能材料研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,93
2128,博士后,中国科学院上海光学精密机械研究所,2021-10-08,91
2129,机构业务管理培训生,国泰君安期货有限公司陕西分公司,2021-10-08,57
2130,英文学术期刊助理编辑,曼迪匹艾（北京）科技服务有限公司,2021-10-08,46
2131,FPGA工程师,上海瀚讯信息技术股份有限公司,2021-10-08,40
2132,研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-10-08,73
2133,嵌入式软件工程师,浙江捷昌线性驱动科技股份有限公司,2021-10-08,101
2134,系统工程师,罗森伯格技术有限公司,2021-10-08,39
2135,中试工程师,罗森伯格技术有限公司,2021-10-08,38
2136,硬件工程师,罗森伯格技术有限公司,2021-10-08,37
2137,专利审查员,国家知识产权局专利局专利审查协作江苏中心,2021-10-08,120
2138,研发管培生,深圳市博敏电子有限公司,2021-10-08,38
2139,嵌入式软件工程师,罗森伯格技术有限公司,2021-10-08,37
2140,工艺管培生,深圳市博敏电子有限公司,2021-10-08,38
2141,数字芯片设计工程师,哲库科技（上海）有限公司,2021-10-08,77
2142,蓝诺微银（北京）信息技术有限公司,蓝诺微银（北京）信息技术有限公司,2021-10-08,65
2143,Andorid开发工程师,蓝诺微银（北京）信息技术有限公司,2021-10-08,50
2144,管培生,南京恒电电子有限公司,2021-10-08,59
2145,北森2022届校园招聘简章（互联网企业、HRSaaS独家兽、九险一金）,北森云计算有限公司,2021-10-08,55
2146,职业卫生工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
2147,工安工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
2148,环保工程师,荣芯半导体（宁波）有限公司,2021-10-07,51
2149,电气工程师,荣芯半导体（宁波）有限公司,2021-10-07,54
2150,伊利2022年校招-生产专训生（液态奶）,定州伊利乳业有限责任公司,2021-10-07,53
2151,体系工程师,荣芯半导体（宁波）有限公司,2021-10-07,54
2152,ERC工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
2153,机械工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
2154,水处理工程师,荣芯半导体（宁波）有限公司,2021-10-07,50
2155,化学系统工程师,荣芯半导体（宁波）有限公司,2021-10-07,53
2156,气体系统工程师,荣芯半导体（宁波）有限公司,2021-10-07,53
2157,制程工程师,荣芯半导体（宁波）有限公司,2021-10-07,53
2158,整合工程师,荣芯半导体（宁波）有限公司,2021-10-07,56
2159,设备工程师,荣芯半导体（宁波）有限公司,2021-10-07,52
2160,制造工程师,荣芯半导体（宁波）有限公司,2021-10-07,51
2161,IE工程师,荣芯半导体（宁波）有限公司,2021-10-07,50
2162,采购专员/助理,荣芯半导体（宁波）有限公司,2021-10-07,50
2163,IT助理工程师,荣芯半导体（宁波）有限公司,2021-10-07,51
2164,质量与可靠性工程师,荣芯半导体（宁波）有限公司,2021-10-07,54
2165,HR专员,荣芯半导体（宁波）有限公司,2021-10-07,48
2166,结构强度设计师,北京金朋达航空科技有限公司,2021-10-06,62
2167,机械设计师,浙江泰林生物技术股份有限公司,2021-10-06,59
2168,电气工程师,浙江泰林生物技术股份有限公司,2021-10-06,60
2169,嵌入式软件工程师,浙江泰林生物技术股份有限公司,2021-10-06,58
2170,研发工程师（生物）,浙江泰林生物技术股份有限公司,2021-10-06,75
2171,教师,滨州职业学院,2021-10-06,150
2172,南京大学普惠三农金融科技创新研究中心2021青年教师（大数据AI区块链）岗招聘,南京大学,2021-10-06,47
2173,总体设计岗,北京金朋达航空科技有限公司,2021-10-06,62
2174,电子技术研发工程师,浙江泰林生物技术股份有限公司,2021-10-06,65
2175,产品设计（继电器）,厦门宏发汽车电子有限公司,2021-10-05,51
2176,雷达随动设计师,陕西黄河集团有限公司,2021-10-03,63
2177,雷达中高频电路设计,陕西黄河集团有限公司,2021-10-03,62
2178,雷达总体设计师,陕西黄河集团有限公司,2021-10-03,70
2179,雷达天馈设计师,陕西黄河集团有限公司,2021-10-03,75
2180,雷达计算机系统软件设计师,陕西黄河集团有限公司,2021-10-03,61
2181,雷达信号处理系统线路软件设计,陕西黄河集团有限公司,2021-10-03,52
