序号,招聘主题,用人单位,发布日期,浏览次数
1090,硬件测试工程师,北京度量科技有限公司,2021-11-10,42
1091,软件测试工程师,北京度量科技有限公司,2021-11-10,41
1092,应用工程师,北京度量科技有限公司,2021-11-10,40
1093,管培生（数字营销方向）,北京度量科技有限公司,2021-11-10,40
1094,市场专员,北京度量科技有限公司,2021-11-10,59
1095,线上运营,北京度量科技有限公司,2021-11-10,40
1096,管培生（商务方向）,北京度量科技有限公司,2021-11-10,42
1097,研发工程师,北京握奇数据股份有限公司,2021-11-09,46
1098,销售工程师,北京握奇数据股份有限公司,2021-11-09,74
1099,合成研究员,上海予君生物科技发展有限公司,2021-11-09,40
1100,技术支持工程师,北京握奇数据股份有限公司,2021-11-09,43
1101,大学教师,山西工商学院,2021-11-09,47
1102,伊利2022年校招-生产培训生（液态奶）,宁夏伊利乳业有限责任公司,2021-11-09,51
1103,伊利2022年校招-生产专训生（液态奶）,宁夏伊利乳业有限责任公司,2021-11-09,58
1104,北京未尔锐创科技有限公司2022届校园招聘,北京未尔锐创科技有限公司,2021-11-09,45
1105,硬件工程师,上海广为电器集团有限公司,2021-11-09,103
1106,算法工程师,南京瀚讯信息科技有限公司,2021-11-09,46
1107,运营经理（超市/百货/购物中心方向）,天虹数科商业股份有限公司,2021-11-09,56
1108,营销策划经理,天虹数科商业股份有限公司,2021-11-09,47
1109,市场专员,厦门二维进化网络技术有限公司,2021-11-09,41
1110,Java开发工程师,厦门二维进化网络技术有限公司,2021-11-09,42
1111,前端开发工程师,厦门二维进化网络技术有限公司,2021-11-09,41
1112,ios开发工程师,厦门二维进化网络技术有限公司,2021-11-09,43
1113,安卓开发工程师,厦门二维进化网络技术有限公司,2021-11-09,44
1114,软件测试工程师,厦门二维进化网络技术有限公司,2021-11-09,59
1115,UI设计师,厦门二维进化网络技术有限公司,2021-11-09,41
1116,数据仓库工程师,厦门二维进化网络技术有限公司,2021-11-09,38
1117,数据分析师,厦门二维进化网络技术有限公司,2021-11-09,38
1118,文案策划师,厦门二维进化网络技术有限公司,2021-11-09,36
1119,TCL华星光电2022届秋季校园招聘（博士版）,广州华星光电半导体显示技术有限公司,2021-11-09,34
1120,嵌入式软件工程师,上海广为电器集团有限公司,2021-11-09,95
1121,外贸业务员,上海广为电器集团有限公司,2021-11-09,96
1122,结构工程师,上海广为电器集团有限公司,2021-11-09,104
1123,初级财务顾问,上海玛泽会计师事务所（普通合伙）,2021-11-09,43
1124,数据分析师,上海玛泽会计师事务所（普通合伙）,2021-11-09,42
1125,设计师,陕西凌云电器集团有限公司,2021-11-08,58
1126,SMT电子工程师,仁宝信息技术（昆山）有限公司,2021-11-08,45
1127,研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-08,61
1128,SMT工程师,仁宝信息技术（昆山）有限公司,2021-11-08,45
1129,软件工程师,沈阳市人力资源和社会保障局,2021-11-08,88
1130,工程师,铁科院（北京）工程咨询有限公司,2021-11-08,42
1131,版图设计工程师,至讯创新科技（无锡）有限公司,2021-11-08,55
1132,模拟设计工程师,至讯创新科技（无锡）有限公司,2021-11-08,61
1133,数字设计及验证工程师,至讯创新科技（无锡）有限公司,2021-11-08,51
1134,NCG CAD工程师,至讯创新科技（无锡）有限公司,2021-11-08,77
1135,初级PE工程师,英华利汽车模具系统（深圳）有限公司,2021-11-08,50
1136,翻译助理,英华利汽车模具系统（深圳）有限公司,2021-11-08,52
1137,人力资源管理岗,大禹节水集团股份有限公司,2021-11-08,86
1138,营销专业岗,大禹节水集团股份有限公司,2021-11-08,41
1139,运营管理岗,大禹节水集团股份有限公司,2021-11-08,40
1140,程序员,西安新生代加思留学咨询有限公司,2021-11-08,43
1141,电子技术类岗-多岗位多地可选-10w+,广州金升阳科技有限公司,2021-11-08,58
1142,国内海外销售工程师-多地可选10w+,广州金升阳科技有限公司,2021-11-08,62
1143,智能驾驶系统工程师,浙江春风动力股份有限公司,2021-11-06,43
1144,VCU软件工程师,浙江春风动力股份有限公司,2021-11-06,42
1145,整车研发工程师,浙江春风动力股份有限公司,2021-11-06,46
1146,发动机研发工程师,浙江春风动力股份有限公司,2021-11-06,41
1147,功能安全工程师,浙江春风动力股份有限公司,2021-11-06,44
1148,见习业务经理,浙江春风动力股份有限公司,2021-11-06,40
1149,工艺工程师,浙江春风动力股份有限公司,2021-11-06,42
1150,人力资源专员,浙江春风动力股份有限公司,2021-11-06,43
1151,电装工艺员,北京金朋达航空科技有限公司,2021-11-06,46
1152,电子对抗工程师,北京金朋达航空科技有限公司,2021-11-06,48
1153,知识产权规划与研究/情报研究/软件开发/信息规划/信息化项目建设/工业网络安全/智能化改造/档案编研/会计,中国航天科工集团六院情报信息研究中心,2021-11-06,58
1154,渠道销售工程师,TCL华瑞照明科技（惠州）有限公司,2021-11-06,53
1155,自动控制软硬件工程师,北京金朋达航空科技有限公司,2021-11-06,48
1156,KA销售助理工程师（大客户销售）,TCL华瑞照明科技（惠州）有限公司,2021-11-06,50
1157,嵌入式软硬件工程师,北京金朋达航空科技有限公司,2021-11-06,50
1158,自动化控制工程师,福建南方路面机械股份有限公司,2021-11-05,61
1159,服务工程师,福建南方路面机械股份有限公司,2021-11-05,56
1160,技术销售工程师,福建南方路面机械股份有限公司,2021-11-05,61
1161,生产制造工程师,福建南方路面机械股份有限公司,2021-11-05,66
1162,工艺工程师,福建南方路面机械股份有限公司,2021-11-05,56
1163,采购工程师,福建南方路面机械股份有限公司,2021-11-05,68
1164,质量工程师,福建南方路面机械股份有限公司,2021-11-05,52
1165,IT工程师,福建南方路面机械股份有限公司,2021-11-05,67
1166,信息化工程师,西部金属材料股份有限公司,2021-11-05,63
1167,Marketing与销售服务部岗位,荣耀终端有限公司,2021-11-05,154
1168,智网工程师,中国联合网络通信有限公司商洛市分公司,2021-11-05,52
1169,深度学习/计算机视觉工程师,智洋创新科技股份有限公司,2021-11-05,58
1170,北京极智嘉Geek+ 2022届校园招聘,北京极智嘉科技股份有限公司,2021-11-05,59
1171,硬/软件设计师,天津航空机电有限公司,2021-11-05,57
1172,大连商品交易所2021年招聘简章,大连商品交易所,2021-11-05,53
1173,爱柯迪股份有限公司校园招聘简章,爱柯迪股份有限公司,2021-11-05,35
1174,机器学习工程师,智洋创新科技股份有限公司,2021-11-05,84
1175,Java开发工程师,智洋创新科技股份有限公司,2021-11-05,55
1176,Python开发工程师,智洋创新科技股份有限公司,2021-11-05,59
1177,业务支持助理,开思时代科技（深圳）有限公司,2021-11-05,103
1178,用户运营助理,开思时代科技（深圳）有限公司,2021-11-05,98
1179,实验助理,翌圣生物科技（上海）股份有限公司,2021-11-05,49
1180,信息化工程师,西部金属材料股份有限公司,2021-11-05,50
1181,硬件工程师,智洋创新科技股份有限公司,2021-11-05,53
1182,嵌入式软件工程师,智洋创新科技股份有限公司,2021-11-05,51
1183,数据运营助理,开思时代科技（深圳）有限公司,2021-11-05,107
1184,分子生物学研究员,翌圣生物科技（上海）股份有限公司,2021-11-05,62
1185,蛋白研究员,翌圣生物科技（上海）股份有限公司,2021-11-05,48
1186,制剂主管,翌圣生物科技（上海）股份有限公司,2021-11-05,44
1187,C++开发工程师,智洋创新科技股份有限公司,2021-11-05,49
1188,Android开发工程师,智洋创新科技股份有限公司,2021-11-05,53
1189,硬件测试工程师,智洋创新科技股份有限公司,2021-11-05,51
1190,业务规划助理,开思时代科技（深圳）有限公司,2021-11-05,108
1191,成本管控助理,开思时代科技（深圳）有限公司,2021-11-05,111
1192,纯化主管,翌圣生物科技（上海）股份有限公司,2021-11-05,38
1193,软件测试工程师,智洋创新科技股份有限公司,2021-11-05,48
1194,管培生,智洋创新科技股份有限公司,2021-11-05,51
1195,机器学习负责人,甬江实验室,2021-11-05,68
1196,流程管理助理,开思时代科技（深圳）有限公司,2021-11-05,92
1197,显示算法负责人,甬江实验室,2021-11-05,48
1198,软件负责人,甬江实验室,2021-11-05,52
1199,校招职位,深圳市普渡科技有限公司,2021-11-05,107
1200,嵌入式系统负责人,甬江实验室,2021-11-05,65
1201,电路负责人,甬江实验室,2021-11-05,45
1202,综合管理,浙江物产金属集团有限公司,2021-11-05,49
1203,VR 3D引擎科学家,甬江实验室,2021-11-05,60
1204,物流管理,浙江物产金属集团有限公司,2021-11-05,43
1205,硬件原型开发负责人,甬江实验室,2021-11-05,41
1206,C++开发工程师,武汉光庭信息技术股份有限公司,2021-11-05,33
1207,大宗商品贸易,浙江物产金属集团有限公司,2021-11-05,48
1208,图形图像算法科学家,甬江实验室,2021-11-05,46
1209,财务管理,浙江物产金属集团有限公司,2021-11-05,38
1210,软件开发工程师,浙江物产金属集团有限公司,2021-11-05,45
1211,安卓高级软件负责人,甬江实验室,2021-11-05,49
1212,软件助理实施顾问,西门子工业软件（上海）有限公司,2021-11-05,66
1213,人体感知与视觉科学家,甬江实验室,2021-11-05,50
1214,软件助理实施顾问,西门子工业软件（上海）有限公司,2021-11-05,44
1215,电子工程师/技术员,北京未磁科技有限公司,2021-11-05,49
1216,ISP 图像算法负责人,甬江实验室,2021-11-05,59
1217,电气工程师,北京未磁科技有限公司,2021-11-05,50
1218,先进显示技术研发负责人,甬江实验室,2021-11-05,52
1219,算法工程师-图形图像算法工程师,北京未磁科技有限公司,2021-11-05,53
1220,应用工程师,北京未磁科技有限公司,2021-11-05,56
1221,显示、光学测试负责人,甬江实验室,2021-11-05,46
1222,江门市“百名博士引进工程”引进公告,江门市人才工作局,2021-11-05,69
1223,显示驱动面板设计负责人,甬江实验室,2021-11-05,47
1224,显示背板制程器件工程负责人,甬江实验室,2021-11-05,43
1225,显示驱动IC设计负责人,甬江实验室,2021-11-05,44
1226,IT 工程师 （服务器）,甬江实验室,2021-11-05,46
1227,实验室管理员,甬江实验室,2021-11-05,56
1228,【网易有道】Android开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,116
1229,【网易有道】iOS开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,111
1230,【网易有道】前端开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,123
1231,Junior Auditor 初级审计员,上海玛泽会计师事务所（普通合伙）,2021-11-05,37
1232,【网易有道】JAVA开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,94
1233,【网易有道】C++开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,110
1234,【网易有道】测试开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,98
1235,【网易有道】语音算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,91
1236,【网易有道】NLP算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,93
1237,【网易有道】广告算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,94
1238,【网易有道】高中各科主讲教师（九科）,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,107
1239,【网易有道】产品、市场、运营管培生,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,128
1240,【网易有道】产品策划,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,106
1241,仪电技术,国家石油天然气管网集团有限公司西气东输分公司,2021-11-04,118
1242,自动化工程师,北京聚树核科技有限公司,2021-11-04,57
1243,数字芯片设计工程师,上海朗立微集成电路有限公司,2021-11-04,125
1244,人工智能算法工程师,龙盈智达（北京）科技有限公司,2021-11-04,45
1245,鞍山师范学院,鞍山师范学院,2021-11-04,51
1246,数据挖掘与建模工程师,龙盈智达（北京）科技有限公司,2021-11-04,42
1247,研发工程师,龙盈智达（北京）科技有限公司,2021-11-04,42
1248,数字芯片验证工程师,上海朗立微集成电路有限公司,2021-11-04,92
1249, 风控策略分析师,龙盈智达（北京）科技有限公司,2021-11-04,45
1250,Java开发工程师,麒麟合盛网络技术股份有限公司,2021-11-04,49
1251,Java开发工程师,麒麟合盛网络技术股份有限公司,2021-11-04,49
1252,前端开发工程师,麒麟合盛网络技术股份有限公司,2021-11-04,43
1253,数字后端工程师,上海朗立微集成电路有限公司,2021-11-04,83
1254,芯片封装及测试,上海朗立微集成电路有限公司,2021-11-04,84
1255,产品经理（金融方向）,龙盈智达（北京）科技有限公司,2021-11-04,46
1256,模拟电路设计工程师,上海朗立微集成电路有限公司,2021-11-04,85
1257,2022届管培生,河南绿都物业服务有限公司,2021-11-04,75
1258,模拟电路后端工程师,上海朗立微集成电路有限公司,2021-11-04,70
1259,测试工程师,龙盈智达（北京）科技有限公司,2021-11-04,46
1260,软件开发工程,上海朗立微集成电路有限公司,2021-11-04,65
1261,FPGA测试工程师,上海朗立微集成电路有限公司,2021-11-04,65
1262,管培生,龙盈智达（北京）科技有限公司,2021-11-04,61
1263,射频开发工程师,上海朗立微集成电路有限公司,2021-11-04,71
1264,基带算法工程师,上海朗立微集成电路有限公司,2021-11-04,63
1265,教师,洛阳职业技术学院,2021-11-04,63
1266,中国联通四川省分公司2021年（2022届）  秋季校园招聘公告,中国联合网络通信有限公司四川省分公司,2021-11-04,58
1267,嵌入式工程师,东莞市振华新能源科技有限公司,2021-11-04,48
1268,硬件工程师,东莞市振华新能源科技有限公司,2021-11-04,45
1269,模拟IC设计工程师（电源方向）,百星微电子科技（上海）有限公司,2021-11-04,47
1270,自动驾驶仿真应用工程师,浙江天行健智能科技有限公司,2021-11-04,43
1271,自动驾驶场景库构建工程师,浙江天行健智能科技有限公司,2021-11-04,39
1272,模拟IC设计工程师（信号链方向）,百星微电子科技（上海）有限公司,2021-11-04,40
1273,数字IC设计工程师,百星微电子科技（上海）有限公司,2021-11-04,40
1274,现场应用工程师（FAE）,百星微电子科技（上海）有限公司,2021-11-04,42
1275,新能源设计师,中国能源建设集团广西电力设计研究院有限公司,2021-11-04,66
1276,硕博岗,中铁十一局集团有限公司,2021-11-04,43
1277,研发工程师,西安高新技术企业协会,2021-11-04,72
1278,专利工程师（通信电学机械自动化等领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-04,49
1279,专利工程师（通信电学机械自动化等领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-04,59
1280,专利工程师（通信电学机械自动化等领域）,北京龙双利达知识产权代理有限公司西安分公司,2021-11-04,44
1281,总体设计工程师,扬州宇安电子科技有限公司,2021-11-04,97
1282,实施工程师,扬州宇安电子科技有限公司,2021-11-04,101
1283,算法工程师,扬州宇安电子科技有限公司,2021-11-04,102
1284,FPGA逻辑开发工程师,扬州宇安电子科技有限公司,2021-11-04,99
1285,嵌入式工程师,扬州宇安电子科技有限公司,2021-11-04,92
1286,研发助理,西安高新技术企业协会,2021-11-04,74
1287,OTC推广经理,西安高新技术企业协会,2021-11-04,66
1288,财务风控岗,锐方（上海）私募基金管理有限公司,2021-11-04,55
1289,主播,西安高新技术企业协会,2021-11-04,71
1290,软件工程师,扬州宇安电子科技有限公司,2021-11-04,112
1291,结构工程师,扬州宇安电子科技有限公司,2021-11-04,91
1292,测试工程师,扬州宇安电子科技有限公司,2021-11-04,92
1293,12月3日博士视频“云”招聘火热开启，期待您的到来！,学术桥（北京）教育科技有限公司,2021-11-04,125
1294,运营,西安高新技术企业协会,2021-11-04,69
1295,新媒体推广,西安高新技术企业协会,2021-11-04,63
1296,临床协调员,西安高新技术企业协会,2021-11-04,56
1297,纯化技术员,西安高新技术企业协会,2021-11-04,65
1298,DFT设计工程师,建瓴半导体（广州）有限责任公司,2021-11-04,98
1299,软件开发工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,51
1300,数字中台运营经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,46
1301,项目经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,47
1302,行业客户经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,44
1303,工业互联网解决方案工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,56
1304,系统集成架构师,中国联合网络通信有限公司东莞市分公司,2021-11-03,40
1305,网络规划和优化工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,51
1306,动力配套维护工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,45
1307,智家客户经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,48
1308,GIS开发工程师,西安航天宏图信息技术有限公司,2021-11-03,97
1309,工程技术人员,陕西煤业化工技术研究院有限责任公司,2021-11-03,108
1310,研发技术岗,西安高新技术企业协会,2021-11-03,71
1311,工艺技术岗,西安高新技术企业协会,2021-11-03,73
1312,销售技术岗,西安高新技术企业协会,2021-11-03,127
1313,机电技术岗,西安高新技术企业协会,2021-11-03,55
1314,企业专员,西安高新技术企业协会,2021-11-03,55
1315,行政专员,西安高新技术企业协会,2021-11-03,54
1316,人事专员,西安高新技术企业协会,2021-11-03,48
1317,JAVA开发工程师,西安航天宏图信息技术有限公司,2021-11-03,100
1318,制造中心后备干部,西安高新技术企业协会,2021-11-03,50
1319,管培生,加多宝（天津）饮料有限公司,2021-11-03,39
1320,算法工程师,西安航天宏图信息技术有限公司,2021-11-03,95
1321,游戏策划（关卡/系统/数值）,浙江无端科技股份有限公司,2021-11-03,55
1322,软件研发,四川九洲空管科技有限责任公司,2021-11-03,122
1323,逻辑研发,四川九洲空管科技有限责任公司,2021-11-03,124
1324,广州珠江职业技术学院2021年人才招聘,广州珠江职业技术学院,2021-11-03,41
1325,研发工程师/助理,西安高新技术企业协会,2021-11-03,51
1326,算法工程师,金航数码科技有限责任公司,2021-11-03,46
1327,软件开发工程师,金航数码科技有限责任公司,2021-11-03,40
1328,技术工程师,西安高新技术企业协会,2021-11-03,53
1329,销售经理,西安高新技术企业协会,2021-11-03,45
1330,销售经理,西安高新技术企业协会,2021-11-03,50
1331,技术开发工程师、产品、客户、项目经理,上海甄云信息科技有限公司,2021-11-03,55
1332,北京未尔锐创科技有限公司2022届校园招聘,成都未尔科技有限公司,2021-11-03,40
1333,研发总监,工信领军（北京）科技有限公司,2021-11-03,33
1334, 应急管理部上海消防研究所  2022年招聘简章,应急管理部上海消防研究所,2021-11-03,50
1335,Software Development Engineer,北京领创智信科技有限公司,2021-11-03,39
1336,Web前端工程师,北京领创智信科技有限公司,2021-11-03,37
1337,项目交付技术经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,45
1338,解决方案经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,58
1339,Python开发工程师,北京领创智信科技有限公司,2021-11-03,46
1340,大数据研发工程师,北京领创智信科技有限公司,2021-11-03,38
1341,统计程序师I(可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,109
1342,数据挖掘工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,39
1343,产品经理,中国联合网络通信有限公司东莞市分公司,2021-11-03,41
1344,汽车工程学院专任教师,杭州科技职业技术学院,2021-11-03,36
1345,格力电器2022格锐先锋计划招聘,珠海格力电器股份有限公司,2021-11-03,53
1346,生物统计师I(可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,111
1347,助理数据管理员（可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,113
1348,数据建库师I,北京康特瑞科统计科技有限责任公司,2021-11-03,112
1349,后端开发工程师,杭州硕磐智能科技有限公司,2021-11-03,40
1350,前端开发工程师,杭州硕磐智能科技有限公司,2021-11-03,34
1351,AI算法工程师-研究院,杭州硕磐智能科技有限公司,2021-11-03,43
1352,大数据研发工程师,杭州硕磐智能科技有限公司,2021-11-03,38
1353,分布式数据平台开发工程师,杭州硕磐智能科技有限公司,2021-11-03,58
1354,后端研发工程师,北京领创智信科技有限公司,2021-11-03,43
1355,机器学习/数据挖掘/自然语言处理工程师,杭州硕磐智能科技有限公司,2021-11-03,42
1356,汇萃智能2022校园招聘,杭州汇萃智能科技有限公司,2021-11-02,54
1357,软件测试工程师,音墙网络科技（上海）有限公司,2021-11-02,41
1358,web开发工程师,音墙网络科技（上海）有限公司,2021-11-02,44
1359,后端软件开发工程师,音墙网络科技（上海）有限公司,2021-11-02,41
1360,电气工程师,北京智束科技有限公司,2021-11-02,46
1361,关卡设计,北京云畅游戏科技股份有限公司,2021-11-02,42
1362,游戏策划,北京云畅游戏科技股份有限公司,2021-11-02,46
1363,3D特效,北京云畅游戏科技股份有限公司,2021-11-02,39
1364,服务端开发工程师,北京云畅游戏科技股份有限公司,2021-11-02,46
1365,客户端开发工程师,北京云畅游戏科技股份有限公司,2021-11-02,40
1366,数据分析师,途家网网络技术（北京）有限公司,2021-11-02,48
1367,产品经理,途家网网络技术（北京）有限公司,2021-11-02,51
1368,前端开发工程师,途家网网络技术（北京）有限公司,2021-11-02,45
1369,数据开发工程师,途家网网络技术（北京）有限公司,2021-11-02,45
1370,Java开发工程师,途家网网络技术（北京）有限公司,2021-11-02,40
1371,项目管理（通信方向）,润建股份有限公司,2021-11-02,45
1372,投标管培生,润建股份有限公司,2021-11-02,47
1373,Java开发工程师,北京数码视讯技术有限公司,2021-11-02,69
1374,质量工程师,广州市昊志机电股份有限公司,2021-11-02,118
1375,销售工程师,广州市昊志机电股份有限公司,2021-11-02,118
1376,电机设计工程师,广州市昊志机电股份有限公司,2021-11-02,112
1377,软件工程师,北京数码视讯技术有限公司,2021-11-02,40
1378,2022届应届毕业生,华天科技（西安）有限公司,2021-11-02,63
1379,嵌入式软件工程师,北京数码视讯技术有限公司,2021-11-02,49
1380,商务营销岗,北京数码视讯技术有限公司,2021-11-02,43
1381,运维工程师,北京数码视讯技术有限公司,2021-11-02,41
1382,人力管培生,润建股份有限公司,2021-11-02,42
1383,音视频开发工程师,北京方位通讯设备有限公司,2021-11-02,51
1384,测试工程师,北京方位通讯设备有限公司,2021-11-02,47
1385,【事业编教师，非师范类亦可】2022年吴江区选聘优秀毕业生公告,苏州市吴江区教育局,2021-11-02,53
1386,嵌入式开发工程师,北京方位通讯设备有限公司,2021-11-02,51
1387,财务管培生,润建股份有限公司,2021-11-02,44
1388,证券管培生,润建股份有限公司,2021-11-02,45
1389,综合管培生,润建股份有限公司,2021-11-02,43
1390,C语言开发工程师,北京方位通讯设备有限公司,2021-11-02,56
1391,Android软件开发工程师,北京方位通讯设备有限公司,2021-11-02,50
1392,Linux c/c++开发工程师,北京方位通讯设备有限公司,2021-11-02,69
1393,初级产品工程师,北京方位通讯设备有限公司,2021-11-02,71
1394,技术支持工程师,北京方位通讯设备有限公司,2021-11-02,54
1395,开发管培生,润建股份有限公司,2021-11-02,45
1396,产品管培生,润建股份有限公司,2021-11-02,48
1397,工艺工程师,北京智束科技有限公司,2021-11-02,63
1398,3D模型,北京云畅游戏科技股份有限公司,2021-11-02,39
1399,3D动作,北京云畅游戏科技股份有限公司,2021-11-02,47
1400,通信测试工程师,润建股份有限公司,2021-11-02,51
1401,硬件工程师,润建股份有限公司,2021-11-02,45
1402,市场拓展,润建股份有限公司,2021-11-02,55
1403,模拟设计工程师,美芯晟科技（北京）有限公司,2021-11-02,58
1404,3D场景,北京云畅游戏科技股份有限公司,2021-11-02,42
1405,商务管理,润建股份有限公司,2021-11-02,46
1406,模拟设计工程师,美芯晟科技（北京）有限公司,2021-11-02,58
1407,售前管培生,润建股份有限公司,2021-11-02,40
1408,项目管理（政企方向）,润建股份有限公司,2021-11-02,43
1409,研发工程师,北京智束科技有限公司,2021-11-02,72
1410,项目管理（IDC方向）,润建股份有限公司,2021-11-02,44
1411,数字芯片设计工程师,美芯晟科技（北京）有限公司,2021-11-02,56
1412,项目管理（新能源方向）,润建股份有限公司,2021-11-02,42
1413,数字芯片设计工程师,美芯晟科技（北京）有限公司,2021-11-02,49
1414,嵌入式软件开发工程师,音墙网络科技（上海）有限公司,2021-11-02,43
1415,振动分析诊断师,航天智控（北京）监测技术有限公司,2021-11-02,59
1416,算法开发工程师,途家网网络技术（北京）有限公司,2021-11-02,43
1417,客户端软件开发工程师,音墙网络科技（上海）有限公司,2021-11-02,48
1418,测试开发工程师,音墙网络科技（上海）有限公司,2021-11-02,46
1419,技术支持工程师,航天智控（北京）监测技术有限公司,2021-11-02,54
1420,北京未尔锐创科技有限公司2022届校园招聘,北京未尔锐创科技有限公司,2021-11-02,65
1421,Project Planner（2022）,广东德昌电机有限公司,2021-11-01,45
1422,软件开发工程师（2022届）,广东德昌电机有限公司,2021-11-01,50
1423,硬件开发工程师（2022届）,广东德昌电机有限公司,2021-11-01,50
1424,试剂研发工程师,南京国科医工科技发展有限公司,2021-11-01,88
1425,光学工程师,南京国科医工科技发展有限公司,2021-11-01,93
1426,软件研发工程师,南京国科医工科技发展有限公司,2021-11-01,91
1427,电子技术研发工程师,南京国科医工科技发展有限公司,2021-11-01,89
1428,结构设计工程师,南京国科医工科技发展有限公司,2021-11-01,86
1429,软件研发岗,南京国科医工科技发展有限公司,2021-11-01,57
1430,操作工,西安高新技术企业协会,2021-11-01,54
1431,检验员,西安高新技术企业协会,2021-11-01,52
1432,设备维修,西安高新技术企业协会,2021-11-01,48
1433,未来领袖,川开电气有限公司,2021-11-01,58
1434,开源证券机构业务团队,开源证券股份有限公司,2021-11-01,66
1435,电气设计工程师,川开电气有限公司,2021-11-01,143
1436,结构设计工程师,川开电气有限公司,2021-11-01,40
1437,报价/方案工程师,川开电气有限公司,2021-11-01,39
1438,嵌入式软件/前端/后端开发工程师,川开电气有限公司,2021-11-01,42
1439,工业工程师,川开电气有限公司,2021-11-01,42
1440,系统运维工程师,川开电气有限公司,2021-11-01,41
1441,营销经理,川开电气有限公司,2021-11-01,48
1442,市场支持/拓展工程师,川开电气有限公司,2021-11-01,41
1443,HRBP,川开电气有限公司,2021-11-01,42
1444,项目经理,川开电气有限公司,2021-11-01,42
1445,质量工程师,川开电气有限公司,2021-11-01,40
1446,成本管理专员,川开电气有限公司,2021-11-01,51
1447,商务采购专员,川开电气有限公司,2021-11-01,40
1448,商务关系专员,川开电气有限公司,2021-11-01,40
1449,高级文秘,川开电气有限公司,2021-11-01,41
1450,工程项目经理/造价员,川开电气有限公司,2021-11-01,35
1451,科研人员,中国计量大学,2021-11-01,46
1452,研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-01,66
1453,研发工程师,西安高新技术企业协会,2021-11-01,79
1454,工艺工程师,西安高新技术企业协会,2021-11-01,68
1455,SQE,西安高新技术企业协会,2021-11-01,85
1456,企业管理,西安高新技术企业协会,2021-11-01,51
1457,市场外销,西安高新技术企业协会,2021-11-01,52
1458,市场内勤,西安高新技术企业协会,2021-11-01,58
1459,操作工,西安高新技术企业协会,2021-11-01,49
1460,哈尔滨理工大学2021年引进人才公告  根据《黑龙江省事业单位公开招聘人员暂行办法》（黑办发〔2006〕32号）、《黑龙江省省直事业单位公开招聘工作人员实施细则,哈尔滨理工大学,2021-11-01,37
1461,工艺员、技术员、智能化改造工程师、营销储备人才,浙江盛达铁塔有限公司,2021-11-01,45
1462,焊接工艺员、技术员、焊接工程师,浙江盛达铁塔有限公司,2021-11-01,44
1463,电子工程师/技术员,南京国科医工科技发展有限公司,2021-11-01,64
1464,机械结构工程师,南京国科医工科技发展有限公司,2021-11-01,57
1465,"加入我们,共建中国民族品牌 水羊股份2022届校园招聘“远洋计划”",水羊集团股份有限公司,2021-11-01,47
1466,小学老师,西咸新区黄冈泾河学校,2021-11-01,56
1467,初中老师,西咸新区黄冈泾河学校,2021-11-01,56
1468,高中老师,西咸新区黄冈泾河学校,2021-11-01,55
1469,模拟芯片设计工程师,上海联影微电子科技有限公司,2021-11-01,45
1470,机械工程师（2022届）,广东德昌电机有限公司,2021-11-01,55
1471,数字电路验证工程师,上海联影微电子科技有限公司,2021-11-01,43
1472,LinuxC软件工程师,北京数码视讯技术有限公司,2021-11-01,36
1473,高级软件工程师,北京数码视讯技术有限公司,2021-11-01,52
1474,【佳能医疗】软件开发工程师,佳能医疗系统（中国）有限公司,2021-11-01,53
1475,【佳能医疗】图像算法研究员,佳能医疗系统（中国）有限公司,2021-11-01,82
