招聘主题,用人单位,发布日期,浏览次数
管培生,龙盈智达（北京）科技有限公司,2021-11-18,41
数字IC工程师,联发科技（合肥）有限公司,2021-11-18,46
设备工程师,英洛华科技股份有限公司,2021-11-18,47
质量工程师,英洛华科技股份有限公司,2021-11-18,42
生产管理岗,英洛华科技股份有限公司,2021-11-18,44
职能管理岗,英洛华科技股份有限公司,2021-11-18,60
项目经理,英洛华科技股份有限公司,2021-11-18,43
供应链管理采购,英洛华科技股份有限公司,2021-11-18,41
生物医学硕博人才,兰州安必奇生物科技有限公司,2021-11-18,41
天线工程师,东莞同济大学研究院,2021-11-18,47
射频工程师,东莞同济大学研究院,2021-11-18,43
雷达系统工程师,东莞同济大学研究院,2021-11-18,49
视觉应用工程师,中国大恒（集团）有限公司北京图像视觉技术分公司,2021-11-18,38
视觉应用工程师,中国大恒（集团）有限公司北京图像视觉技术分公司,2021-11-18,38
视觉开发工程师,中国大恒（集团）有限公司北京图像视觉技术分公司,2021-11-18,41
数据算法工程师,东莞同济大学研究院,2021-11-18,44
技术支持工程师,中国大恒（集团）有限公司北京图像视觉技术分公司,2021-11-18,43
芯片工程师,材料科学姑苏实验室,2021-11-18,48
外延工程师,材料科学姑苏实验室,2021-11-18,43
软件工程师,东莞同济大学研究院,2021-11-18,44
外延研发科学家,材料科学姑苏实验室,2021-11-18,39
管理培训生,华立集团股份有限公司,2021-11-18,79
前端工程师,东莞同济大学研究院,2021-11-18,41
芯片研发科学家,材料科学姑苏实验室,2021-11-18,62
PFGA工程师,东莞同济大学研究院,2021-11-18,44
版图设计工程师（Layout engineer),东莞同济大学研究院,2021-11-18,40
机械研发工程师,杭州久益机械股份有限公司,2021-11-18,39
电气工程师,杭州久益机械股份有限公司,2021-11-18,39
产品工程师（技术支持）,杭州久益机械股份有限公司,2021-11-18,42
编译验证实习生,北极雄芯信息科技（西安）有限公司,2021-11-18,43
设备管理工程师,杭州久益机械股份有限公司,2021-11-18,40
振动噪声测试工程师,杭州久益机械股份有限公司,2021-11-18,36
仿真分析工程师,杭州久益机械股份有限公司,2021-11-18,36
工艺工程师,杭州久益机械股份有限公司,2021-11-18,34
型线设计工程师,杭州久益机械股份有限公司,2021-11-18,35
销售应用工程师,杭州久益机械股份有限公司,2021-11-18,38
管理培训生,杭州久益机械股份有限公司,2021-11-18,37
信息安全开发工程师,航天信息股份有限公司北京智税分公司,2021-11-18,55
硬件工程师,山东新北洋信息技术股份有限公司,2021-11-18,103
热招：IT互联网高端猎头顾问/管培生（欢迎转行，欢迎应届生，北京朝阳门包住）,北京嗨猎咨询有限公司,2021-11-18,46
嵌入式软件工程师,山东新北洋信息技术股份有限公司,2021-11-18,120
算法工程师岗,山东新北洋信息技术股份有限公司,2021-11-18,108
机械设计研发岗1,山东新北洋信息技术股份有限公司,2021-11-18,109
软件工程师（C++）,山东新北洋信息技术股份有限公司,2021-11-18,98
人资专员,山东众阳健康科技集团有限公司,2021-11-18,53
财务专员,山东众阳健康科技集团有限公司,2021-11-18,75
教师,新余学院,2021-11-18,74
售前工程师,山东众阳健康科技集团有限公司,2021-11-18,49
JAVA开发工程师,山东众阳健康科技集团有限公司,2021-11-18,47
前端开发工程师,山东众阳健康科技集团有限公司,2021-11-18,48
【华睿科技】2022届FPGA工程师,浙江华睿科技股份有限公司,2021-11-18,109
【华睿科技】2022届算法优化工程师,浙江华睿科技股份有限公司,2021-11-18,120
【华睿科技】2022届硬件工程师,浙江华睿科技股份有限公司,2021-11-18,115
【华睿科技】2022届C++软件工程师,浙江华睿科技股份有限公司,2021-11-18,120
专任教师,东莞理工学院,2021-11-17,109
市场助理,深圳中正信息科技有限公司,2021-11-17,47
数字前端工程师,上海宇勘科技有限公司,2021-11-17,68
模拟集成电路设计师,上海宇勘科技有限公司,2021-11-17,67
 版图工程师,上海宇勘科技有限公司,2021-11-17,54
营运助理,万达商业管理集团有限公司咸阳分公司,2021-11-17,48
招商助理,万达商业管理集团有限公司咸阳分公司,2021-11-17,46
人力行政助理,万达商业管理集团有限公司咸阳分公司,2021-11-17,53
市场推广助理,万达商业管理集团有限公司咸阳分公司,2021-11-17,47
慧云助理工程师,万达商业管理集团有限公司咸阳分公司,2021-11-17,47
出纳,万达商业管理集团有限公司咸阳分公司,2021-11-17,50
产品项目管理工程师,北京安博通科技股份有限公司,2021-11-17,44
产品项目支持工程师,北京安博通科技股份有限公司,2021-11-17,46
橙星管培生（车物理赔岗）,中国平安财产保验股份有限公司北京分公司,2021-11-17,116
研发工程师,英洛华科技股份有限公司,2021-11-17,47
工艺工程师,英洛华科技股份有限公司,2021-11-17,43
产品工程师,北京安博通科技股份有限公司,2021-11-17,46
产品工程师,北京安博通科技股份有限公司,2021-11-17,48
交付管理工程师,北京安博通科技股份有限公司,2021-11-17,45
行业售前,北京安博通科技股份有限公司,2021-11-17,44
行业售前,北京安博通科技股份有限公司,2021-11-17,44
战略售前,北京安博通科技股份有限公司,2021-11-17,42
电性能设计工程师,东莞同济大学研究院,2021-11-17,39
材料工程师,东莞同济大学研究院,2021-11-17,43
技术员,东莞同济大学研究院,2021-11-17,40
售前测试及招投标工程师,北京安博通科技股份有限公司,2021-11-17,40
售后技术支持工程师,北京安博通科技股份有限公司,2021-11-17,40
售后技术支持工程师,北京安博通科技股份有限公司,2021-11-17,47
应用协议开发与测试工程师,北京安博通科技股份有限公司,2021-11-17,60
C开发工程师,北京安博通科技股份有限公司,2021-11-17,47
C开发工程师,北京安博通科技股份有限公司,2021-11-17,41
陶瓷材料技术工程师,东莞同济大学研究院,2021-11-17,39
天线罩电性能设计工程师,东莞同济大学研究院,2021-11-17,38
技术员,东莞同济大学研究院,2021-11-17,37
测试工程师,北京安博通科技股份有限公司,2021-11-17,46
软件开发工程师,山东山大华天软件有限公司,2021-11-17,50
售前工程师,山东山大华天软件有限公司,2021-11-17,46
实施工程师,山东山大华天软件有限公司,2021-11-17,51
因光而遇，向光而行 | 2022新思科技校园招聘全新启动！,新思科技（武汉）有限公司,2021-11-17,41
结构工程师,东莞同济大学研究院,2021-11-17,41
电控工程师,临工集团济南重机有限公司,2021-11-17,39
橙星管培生（非水险理赔岗）,中国平安财产保验股份有限公司北京分公司,2021-11-17,104
橙星管培生（数据分析岗）,中国平安财产保验股份有限公司北京分公司,2021-11-17,103
结构设计工程师,临工集团济南重机有限公司,2021-11-17,38
IT软件工程师,临工集团济南重机有限公司,2021-11-17,42
电子工程师,江苏势通生物科技有限公司,2021-11-17,44
游戏市场调研实习生,维塔士电脑软件（西安）有限公司,2021-11-16,48
游戏开发工程师（C++）,维塔士电脑软件（西安）有限公司,2021-11-16,54
前后端技术开发,凯捷咨询（中国）有限公司,2021-11-16,48
自动化工程师（20212022届）,衡阳镭目科技有限责任公司,2021-11-16,44
技术销售工程师,荷兰帕沃英蒂格盛有限公司深圳代表处,2021-11-16,47
机械工程师（20212022届）,衡阳镭目科技有限责任公司,2021-11-16,49
嵌入式软件开发工程师,北京万维盈创科技发展有限公司,2021-11-16,67
游戏开发C++实习生,维塔士电脑软件（西安）有限公司,2021-11-16,46
游戏前端开发工程师,竞技世界（北京）网络技术有限公司,2021-11-16,94
⼤数据开发⼯程师,上海吉世代网络科技有限公司,2021-11-16,48
软件工程师（20212022届）,衡阳镭目科技有限责任公司,2021-11-16,46
 后端开发⼯程师（Golang),上海吉世代网络科技有限公司,2021-11-16,47
Java开发工程师,北京万维盈创科技发展有限公司,2021-11-16,45
Android开发工程师,北京万维盈创科技发展有限公司,2021-11-16,43
工艺工程师,北京万维盈创科技发展有限公司,2021-11-16,44
图像算法工程师（20212022届）,衡阳镭目科技有限责任公司,2021-11-16,45
电子工程师（20212022届）,衡阳镭目科技有限责任公司,2021-11-16,42
IT运维工程师,中国贸促会专利商标事务所有限公司,2021-11-16,45
存储软件开发工程师,深圳市泛联信息科技有限公司,2021-11-16,39
网管前台工程师,深圳市泛联信息科技有限公司,2021-11-16,41
网管后台工程师,深圳市泛联信息科技有限公司,2021-11-16,41
软件测试工程师,深圳市泛联信息科技有限公司,2021-11-16,44
销售支持,深圳市泛联信息科技有限公司,2021-11-16,40
研发岗,四川航天川南火工技术有限公司,2021-11-16,39
软件工程师（C++）,爱科微半导体（上海）有限公司,2021-11-16,45
射频IC设计工程师,爱科微半导体（上海）有限公司,2021-11-16,66
 数字设计工程师,爱科微半导体（上海）有限公司,2021-11-16,41
现场应用工程师（FAE）,爱科微半导体（上海）有限公司,2021-11-16,63
工程技术岗,中航西安飞机工业集团股份有限公司,2021-11-15,134
机械工程师,中国能源建设集团浙江火电建设有限公司,2021-11-15,58
电气工程师,中国能源建设集团浙江火电建设有限公司,2021-11-15,56
大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,63
大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,67
大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,54
大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,67
大宗商品trader,陕西陕煤供应链管理有限公司,2021-11-15,69
销售工程师,泰晶科技股份有限公司,2021-11-15,53
FAE工程师,泰晶科技股份有限公司,2021-11-15,50
行政管理储备干部,泰晶科技股份有限公司,2021-11-15,52
管理培训生,泰晶科技股份有限公司,2021-11-15,55
研发工程师,泰晶科技股份有限公司,2021-11-15,57
市场策划工程师,泰晶科技股份有限公司,2021-11-15,54
硬件工程师,江苏御创科技有限公司,2021-11-15,64
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-15,62
研发工程师（物理专业）,青岛智腾微电子有限公司,2021-11-15,56
研发工程师（数学专业）,青岛智腾微电子有限公司,2021-11-15,54
嵌入式开发工程师,深圳市中图仪器股份有限公司,2021-11-15,55
美丽中国支教项目2022级支教老师,北京立德未来助学公益基金会,2021-11-15,68
软件工程师 （C/C++）,邦彦技术股份有限公司,2021-11-15,67
软件工程师 （linux应用/驱动）,邦彦技术股份有限公司,2021-11-15,42
硬件工程师,邦彦技术股份有限公司,2021-11-15,39
企业管理专职,中国能源建设集团浙江火电建设有限公司,2021-11-15,57
攀枝花学院2021年高层次人才招聘简章,北京磐石活水信息科技有限公司,2021-11-15,51
中建四局2022届“善建者”校园招聘,中建四局土木工程有限公司,2021-11-15,43
FPGA工程师,邦彦技术股份有限公司,2021-11-15,45
测试工程师,邦彦技术股份有限公司,2021-11-15,42
技术支持工程师,邦彦技术股份有限公司,2021-11-15,37
前沿技术研究岗 (含通信技术相关算法方向),邦彦技术股份有限公司,2021-11-15,36
C++软件工程师,深圳市中图仪器股份有限公司,2021-11-15,50
电子电气认证事业部 销售工程师,深圳市北测检测技术有限公司,2021-11-15,38
汽车检测事业部  销售工程师,深圳市北测检测技术有限公司,2021-11-15,39
电子电气检测事业部 销售工程师,深圳市北测检测技术有限公司,2021-11-15,37
部门助理/认证助理/文员,深圳市北测检测技术有限公司,2021-11-15,54
品质/工艺工程师,泰晶科技股份有限公司,2021-11-15,59
生产管理储备干部,泰晶科技股份有限公司,2021-11-15,58
创新业务支撑,中国联合网络通信有限公司商洛市分公司,2021-11-15,50
管培生,西安和硕物流科技有限公司,2021-11-15,39
光学工程师,嘉贺恒德科技有限责任公司,2021-11-15,65
1.	研究院，研究员,深圳市北测检测技术有限公司,2021-11-15,43
2.	研究院，科研助理,深圳市北测检测技术有限公司,2021-11-15,37
3.	电气/电磁兼容/射频测试/安规测试工程师,深圳市北测检测技术有限公司,2021-11-15,47
嵌入式软件工程师,北京金朋达航空科技有限公司,2021-11-15,43
理化测试工程师,深圳市北测检测技术有限公司,2021-11-15,45
可靠性测试工程师/项目工程师,深圳市北测检测技术有限公司,2021-11-15,39
材料分析工程师,深圳市北测检测技术有限公司,2021-11-15,40
技术支持工程师/项目工程师,深圳市北测检测技术有限公司,2021-11-15,40
管理培训生,深圳市北测检测技术有限公司,2021-11-15,38
硬件研发工程师,河北工大科雅能源科技股份有限公司,2021-11-14,40
自控研发工程师,河北工大科雅能源科技股份有限公司,2021-11-14,43
大数据开发工程师,河北工大科雅能源科技股份有限公司,2021-11-14,42
营销管培生,河北工大科雅能源科技股份有限公司,2021-11-14,49
软件研发岗,河北工大科雅能源科技股份有限公司,2021-11-14,45
技术支持（运维）,河北工大科雅能源科技股份有限公司,2021-11-14,45
专业技术岗,国家石油天然气管网集团有限公司西气东输分公司,2021-11-13,98
专业技术岗,国家石油天然气管网集团有限公司西气东输分公司,2021-11-13,89
软件开发类,建信金融科技有限责任公司,2021-11-13,107
国贸（整机）,安徽合力工业车辆进出口有限公司,2021-11-12,49
国贸（配件、技术服务）,安徽合力工业车辆进出口有限公司,2021-11-12,59
单证员（信保）,安徽合力工业车辆进出口有限公司,2021-11-12,55
计划员,安徽合力工业车辆进出口有限公司,2021-11-12,51
射频模拟IC设计工程师,深圳锐越微技术有限公司,2021-11-12,58
软件开发,中油奥博（成都）科技有限公司,2021-11-12,50
仪器研发,中油奥博（成都）科技有限公司,2021-11-12,46
网络工程师,中油奥博（成都）科技有限公司,2021-11-12,45
java工程师,北京恒华伟业科技股份有限公司,2021-11-12,45
需求分析师,北京恒华伟业科技股份有限公司,2021-11-12,44
硬件研发工程师,西安兴汇电力科技有限公司,2021-11-12,59
嵌入式软件研发工程师,西安兴汇电力科技有限公司,2021-11-12,52
软件工程师,医软信息科技（上海）有限公司,2021-11-12,57
数字后端设计工程师,深圳锐越微技术有限公司,2021-11-12,57
雷达信号处理工程师,深圳锐越微技术有限公司,2021-11-12,59
射频硬件与天线工程师,深圳锐越微技术有限公司,2021-11-12,53
上汽通用汽车-新能源体验店销售类储备生招聘简章,上汽通用汽车有限公司,2021-11-12,69
浙江捷昌线性驱动科技股份有限公司招聘简章,浙江捷昌线性驱动科技股份有限公司,2021-11-12,52
算法工程师,医软信息科技（上海）有限公司,2021-11-12,77
机械结构工程师,医软信息科技（上海）有限公司,2021-11-12,65
前端软件工程师,医软信息科技（上海）有限公司,2021-11-12,39
江西软件职业技术大学2021年行政管理及辅导员招聘公告,北京磐石活水信息科技有限公司,2021-11-12,41
江西软件职业技术大学2021年专任教师招聘公告,北京磐石活水信息科技有限公司,2021-11-12,42
IC测试开发工程师,无锡中微腾芯电子有限公司,2021-11-12,58
IC应用验证工程师,无锡中微腾芯电子有限公司,2021-11-12,61
硬件开发工程师,无锡中微腾芯电子有限公司,2021-11-12,56
检验工程师,无锡中微腾芯电子有限公司,2021-11-12,70
试验工程师,无锡中微腾芯电子有限公司,2021-11-12,50
产品工程师,无锡中微腾芯电子有限公司,2021-11-12,45
设备维护工程师,无锡中微腾芯电子有限公司,2021-11-12,57
研发设计工程师,福建南方路面机械股份有限公司,2021-11-11,43
战略管理/供应链管理/营销管理/人力资源管理,西安中蓝金冷化工新材料有限公司,2021-11-11,56
电气工程师,北京恒华伟业科技股份有限公司,2021-11-11,56
内审专员,北京恒华伟业科技股份有限公司,2021-11-11,53
生物医学类助理研究员,广州鸿溪见杉科技有限公司,2021-11-11,52
蛋白纯化助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,47
光学类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,51
机械类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,47
芯片类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,49
软件类助理工程师,广州鸿溪见杉科技有限公司,2021-11-11,66
营销经理,北京中指讯博数据信息技术有限公司,2021-11-11,41
后端工程师(深圳）,深圳小库科技有限公司,2021-11-11,50
机械设计工程师,中科微至智能制造科技江苏股份有限公司,2021-11-11,48
电气工程师,中科微至智能制造科技江苏股份有限公司,2021-11-11,46
Field Service Engineer,先晶半导体设备（上海）有限公司,2021-11-11,161
Field Process Engineer,先晶半导体设备（上海）有限公司,2021-11-11,151
后端工程师（深圳-实习）,深圳小库科技有限公司,2021-11-11,47
前端工程师（深圳）,深圳小库科技有限公司,2021-11-11,49
前端工程师（深圳-实习）,深圳小库科技有限公司,2021-11-11,49
全栈工程师（北京）,深圳小库科技有限公司,2021-11-11,49
软件工程师,中科微至智能制造科技江苏股份有限公司,2021-11-11,58
机械设计工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,37
后端工程师（北京）,深圳小库科技有限公司,2021-11-11,41
后端工程师（北京-实习）,深圳小库科技有限公司,2021-11-11,46
全栈工程师（北京-实习）,深圳小库科技有限公司,2021-11-11,42
视觉应用工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,37
电气设计工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,42
技术员/工艺员,金川集团镍盐有限公司,2021-11-11,41
算法工程师（北京）,深圳小库科技有限公司,2021-11-11,40
算法工程师（北京-实习）,深圳小库科技有限公司,2021-11-11,46
机器视觉算法工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,56
管培生,湖南高阳通联信息技术有限公司,2021-11-11,40
嵌入式系统开发工程师,桂林星空建腾电子科技有限公司,2021-11-10,41
产品工程师,桂林星空建腾电子科技有限公司,2021-11-10,42
外贸业务助理（贸易培训生）,江苏苏美达五金工具有限公司,2021-11-10,43
助理硬件工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,44
射频工程师,北京宏动科技有限公司,2021-11-10,48
硬件工程师,北京宏动科技有限公司,2021-11-10,50
软件工程师,北京宏动科技有限公司,2021-11-10,51
结构设计工程师,桂林星空建腾电子科技有限公司,2021-11-10,42
助理嵌入式软件工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,42
结构工程师,北京宏动科技有限公司,2021-11-10,53
工艺工程师,北京宏动科技有限公司,2021-11-10,45
后端开发工程师,上海木蚁机器人科技有限公司,2021-11-10,165
嵌入式软件工程师,广东化一环境科技有限公司,2021-11-10,43
助理算法工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,40
助理物联网工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,44
AI/大数据工程师,广东化一环境科技有限公司,2021-11-10,45
现场应用工程师,北京升宇科技有限公司,2021-11-10,37
mcu工程师,广东化一环境科技有限公司,2021-11-10,42
硬件工程师,广东化一环境科技有限公司,2021-11-10,42
Java开发工程师,广东化一环境科技有限公司,2021-11-10,65
web开发工程师,广东化一环境科技有限公司,2021-11-10,38
项目助理,广东化一环境科技有限公司,2021-11-10,46
市场专员,广东化一环境科技有限公司,2021-11-10,37
电源应用工程师,北京升宇科技有限公司,2021-11-10,37
模拟/混合集成电路设计/验证工程师,北京升宇科技有限公司,2021-11-10,40
IC验证工程师,北京升宇科技有限公司,2021-11-10,42
东方航空2022全球校园招聘正式启动,中国东方航空股份有限公司,2021-11-10,47
北京未尔锐创科技有限公司2022届校园招聘,成都未尔科技有限公司,2021-11-10,44
成都中电锦江信息产业有限公司2022年校园招聘,成都中电锦江信息产业有限公司,2021-11-10,46
专业技术员,中国能源建设集团安徽电力建设第二工程有限公司,2021-11-10,38
算法工程师,北京度量科技有限公司,2021-11-10,42
FPGA逻辑工程师,北京度量科技有限公司,2021-11-10,48
硬件工程师,北京度量科技有限公司,2021-11-10,43
硬件测试工程师,北京度量科技有限公司,2021-11-10,42
软件测试工程师,北京度量科技有限公司,2021-11-10,41
应用工程师,北京度量科技有限公司,2021-11-10,40
管培生（数字营销方向）,北京度量科技有限公司,2021-11-10,40
市场专员,北京度量科技有限公司,2021-11-10,59
线上运营,北京度量科技有限公司,2021-11-10,40
管培生（商务方向）,北京度量科技有限公司,2021-11-10,42
研发工程师,北京握奇数据股份有限公司,2021-11-09,46
销售工程师,北京握奇数据股份有限公司,2021-11-09,74
合成研究员,上海予君生物科技发展有限公司,2021-11-09,40
技术支持工程师,北京握奇数据股份有限公司,2021-11-09,43
大学教师,山西工商学院,2021-11-09,47
伊利2022年校招-生产培训生（液态奶）,宁夏伊利乳业有限责任公司,2021-11-09,51
伊利2022年校招-生产专训生（液态奶）,宁夏伊利乳业有限责任公司,2021-11-09,58
北京未尔锐创科技有限公司2022届校园招聘,北京未尔锐创科技有限公司,2021-11-09,45
硬件工程师,上海广为电器集团有限公司,2021-11-09,103
算法工程师,南京瀚讯信息科技有限公司,2021-11-09,46
运营经理（超市/百货/购物中心方向）,天虹数科商业股份有限公司,2021-11-09,56
营销策划经理,天虹数科商业股份有限公司,2021-11-09,47
市场专员,厦门二维进化网络技术有限公司,2021-11-09,41
Java开发工程师,厦门二维进化网络技术有限公司,2021-11-09,42
前端开发工程师,厦门二维进化网络技术有限公司,2021-11-09,41
ios开发工程师,厦门二维进化网络技术有限公司,2021-11-09,43
安卓开发工程师,厦门二维进化网络技术有限公司,2021-11-09,44
软件测试工程师,厦门二维进化网络技术有限公司,2021-11-09,59
UI设计师,厦门二维进化网络技术有限公司,2021-11-09,41
数据仓库工程师,厦门二维进化网络技术有限公司,2021-11-09,38
数据分析师,厦门二维进化网络技术有限公司,2021-11-09,38
文案策划师,厦门二维进化网络技术有限公司,2021-11-09,36
TCL华星光电2022届秋季校园招聘（博士版）,广州华星光电半导体显示技术有限公司,2021-11-09,34
嵌入式软件工程师,上海广为电器集团有限公司,2021-11-09,95
外贸业务员,上海广为电器集团有限公司,2021-11-09,96
结构工程师,上海广为电器集团有限公司,2021-11-09,104
初级财务顾问,上海玛泽会计师事务所（普通合伙）,2021-11-09,43
数据分析师,上海玛泽会计师事务所（普通合伙）,2021-11-09,42
设计师,陕西凌云电器集团有限公司,2021-11-08,58
SMT电子工程师,仁宝信息技术（昆山）有限公司,2021-11-08,45
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-11-08,61
SMT工程师,仁宝信息技术（昆山）有限公司,2021-11-08,45
软件工程师,沈阳市人力资源和社会保障局,2021-11-08,88
工程师,铁科院（北京）工程咨询有限公司,2021-11-08,42
版图设计工程师,至讯创新科技（无锡）有限公司,2021-11-08,55
模拟设计工程师,至讯创新科技（无锡）有限公司,2021-11-08,61
数字设计及验证工程师,至讯创新科技（无锡）有限公司,2021-11-08,51
NCG CAD工程师,至讯创新科技（无锡）有限公司,2021-11-08,77
初级PE工程师,英华利汽车模具系统（深圳）有限公司,2021-11-08,50
翻译助理,英华利汽车模具系统（深圳）有限公司,2021-11-08,52
人力资源管理岗,大禹节水集团股份有限公司,2021-11-08,86
营销专业岗,大禹节水集团股份有限公司,2021-11-08,41
运营管理岗,大禹节水集团股份有限公司,2021-11-08,40
程序员,西安新生代加思留学咨询有限公司,2021-11-08,43
电子技术类岗-多岗位多地可选-10w+,广州金升阳科技有限公司,2021-11-08,58
国内海外销售工程师-多地可选10w+,广州金升阳科技有限公司,2021-11-08,62
智能驾驶系统工程师,浙江春风动力股份有限公司,2021-11-06,43
VCU软件工程师,浙江春风动力股份有限公司,2021-11-06,42
整车研发工程师,浙江春风动力股份有限公司,2021-11-06,46
发动机研发工程师,浙江春风动力股份有限公司,2021-11-06,41
功能安全工程师,浙江春风动力股份有限公司,2021-11-06,44
见习业务经理,浙江春风动力股份有限公司,2021-11-06,40
工艺工程师,浙江春风动力股份有限公司,2021-11-06,42
人力资源专员,浙江春风动力股份有限公司,2021-11-06,43
电装工艺员,北京金朋达航空科技有限公司,2021-11-06,46
电子对抗工程师,北京金朋达航空科技有限公司,2021-11-06,48
知识产权规划与研究/情报研究/软件开发/信息规划/信息化项目建设/工业网络安全/智能化改造/档案编研/会计,中国航天科工集团六院情报信息研究中心,2021-11-06,58
渠道销售工程师,TCL华瑞照明科技（惠州）有限公司,2021-11-06,53
自动控制软硬件工程师,北京金朋达航空科技有限公司,2021-11-06,48
KA销售助理工程师（大客户销售）,TCL华瑞照明科技（惠州）有限公司,2021-11-06,50
嵌入式软硬件工程师,北京金朋达航空科技有限公司,2021-11-06,50
自动化控制工程师,福建南方路面机械股份有限公司,2021-11-05,61
服务工程师,福建南方路面机械股份有限公司,2021-11-05,56
技术销售工程师,福建南方路面机械股份有限公司,2021-11-05,61
生产制造工程师,福建南方路面机械股份有限公司,2021-11-05,66
工艺工程师,福建南方路面机械股份有限公司,2021-11-05,56
采购工程师,福建南方路面机械股份有限公司,2021-11-05,68
质量工程师,福建南方路面机械股份有限公司,2021-11-05,52
IT工程师,福建南方路面机械股份有限公司,2021-11-05,67
信息化工程师,西部金属材料股份有限公司,2021-11-05,63
Marketing与销售服务部岗位,荣耀终端有限公司,2021-11-05,154
智网工程师,中国联合网络通信有限公司商洛市分公司,2021-11-05,52
深度学习/计算机视觉工程师,智洋创新科技股份有限公司,2021-11-05,58
北京极智嘉Geek+ 2022届校园招聘,北京极智嘉科技股份有限公司,2021-11-05,59
硬/软件设计师,天津航空机电有限公司,2021-11-05,57
大连商品交易所2021年招聘简章,大连商品交易所,2021-11-05,53
爱柯迪股份有限公司校园招聘简章,爱柯迪股份有限公司,2021-11-05,35
机器学习工程师,智洋创新科技股份有限公司,2021-11-05,84
Java开发工程师,智洋创新科技股份有限公司,2021-11-05,55
Python开发工程师,智洋创新科技股份有限公司,2021-11-05,59
业务支持助理,开思时代科技（深圳）有限公司,2021-11-05,103
用户运营助理,开思时代科技（深圳）有限公司,2021-11-05,98
实验助理,翌圣生物科技（上海）股份有限公司,2021-11-05,49
信息化工程师,西部金属材料股份有限公司,2021-11-05,50
硬件工程师,智洋创新科技股份有限公司,2021-11-05,53
嵌入式软件工程师,智洋创新科技股份有限公司,2021-11-05,51
数据运营助理,开思时代科技（深圳）有限公司,2021-11-05,107
分子生物学研究员,翌圣生物科技（上海）股份有限公司,2021-11-05,62
蛋白研究员,翌圣生物科技（上海）股份有限公司,2021-11-05,48
制剂主管,翌圣生物科技（上海）股份有限公司,2021-11-05,44
C++开发工程师,智洋创新科技股份有限公司,2021-11-05,49
Android开发工程师,智洋创新科技股份有限公司,2021-11-05,53
硬件测试工程师,智洋创新科技股份有限公司,2021-11-05,51
业务规划助理,开思时代科技（深圳）有限公司,2021-11-05,108
成本管控助理,开思时代科技（深圳）有限公司,2021-11-05,111
纯化主管,翌圣生物科技（上海）股份有限公司,2021-11-05,38
软件测试工程师,智洋创新科技股份有限公司,2021-11-05,48
管培生,智洋创新科技股份有限公司,2021-11-05,51
机器学习负责人,甬江实验室,2021-11-05,68
流程管理助理,开思时代科技（深圳）有限公司,2021-11-05,92
显示算法负责人,甬江实验室,2021-11-05,48
软件负责人,甬江实验室,2021-11-05,52
校招职位,深圳市普渡科技有限公司,2021-11-05,107
嵌入式系统负责人,甬江实验室,2021-11-05,65
电路负责人,甬江实验室,2021-11-05,45
综合管理,浙江物产金属集团有限公司,2021-11-05,49
VR 3D引擎科学家,甬江实验室,2021-11-05,60
物流管理,浙江物产金属集团有限公司,2021-11-05,43
硬件原型开发负责人,甬江实验室,2021-11-05,41
C++开发工程师,武汉光庭信息技术股份有限公司,2021-11-05,33
大宗商品贸易,浙江物产金属集团有限公司,2021-11-05,48
图形图像算法科学家,甬江实验室,2021-11-05,46
财务管理,浙江物产金属集团有限公司,2021-11-05,38
软件开发工程师,浙江物产金属集团有限公司,2021-11-05,45
安卓高级软件负责人,甬江实验室,2021-11-05,49
软件助理实施顾问,西门子工业软件（上海）有限公司,2021-11-05,66
人体感知与视觉科学家,甬江实验室,2021-11-05,50
软件助理实施顾问,西门子工业软件（上海）有限公司,2021-11-05,44
电子工程师/技术员,北京未磁科技有限公司,2021-11-05,49
ISP 图像算法负责人,甬江实验室,2021-11-05,59
电气工程师,北京未磁科技有限公司,2021-11-05,50
先进显示技术研发负责人,甬江实验室,2021-11-05,52
算法工程师-图形图像算法工程师,北京未磁科技有限公司,2021-11-05,53
应用工程师,北京未磁科技有限公司,2021-11-05,56
显示、光学测试负责人,甬江实验室,2021-11-05,46
江门市“百名博士引进工程”引进公告,江门市人才工作局,2021-11-05,69
显示驱动面板设计负责人,甬江实验室,2021-11-05,47
显示背板制程器件工程负责人,甬江实验室,2021-11-05,43
显示驱动IC设计负责人,甬江实验室,2021-11-05,44
