招聘主题,用人单位,发布日期,浏览次数
三维重建算法工程师/ 网格处理算法工程师 /深度学习算法工程师 /3D打印算法工程师/ SLAM算法工程师 /三维模型设计算法工程师/ 机器视觉算法工程师 /C++开发工程师/ 前端开发工程师 / Golang后端开发工程师/ 电子硬件开发工程师 /嵌入式软件开发工程师 /FPGA开发工程师/ 机械结构设计开发工程师/ 材料配方工程师 /软件测试工程师 /硬件测试工程师/ 材料测试工程师 /交互设计师 /3D打印应用工程师 /中试结构工程师 /中试电子工程师 /产品经理储备岗 /研发项目管理储备岗/海外销售工程师 /销售工程师/ 技术支持工程师 /海外技术支持工程师 /数据分析师 /内容运营专员/ 线上推广专员 /市场营销专员 /视频剪辑师 /视觉设计师 /人力资源管培生 /海外会计/ 成本会计/ 科技发展专员 /商务专员/ 客服 /供应链管培生（采购/质量管理/工艺/体系/注册等多个方向/） 出口报关专员/ 进口报关专员/仓库管理员/ 采购工程师 /工艺工程师 /计划物控专员 /资产管理员,先临三维科技股份有限公司,2021-10-10,0
嵌入式软件工程师/ 嵌入式软件工程师（SOC）/ 嵌入式软件工程师（ARM）/ 嵌入式软件工程师（信号处理）/ C、C++软件工程师 上位机软件工程师 /电路设计工程师 /研发测试工程师/产品经理 /研发助理 /FPGA开发工程师 /芯片设计工程师/ IC验证工程师/ 视觉SLAM算法工程师/ 卫星基带算法工程师 /卫星导航算法、RTK算法工程师/ 惯性、组合导航算法工程师,湖南北云科技有限公司,2021-10-10,0
计算机科学与技术/软件工程/信息与通信工程/电子与通信工程/电气工程/电力系统及其自动化等,国网湖南省电力有限公司,2021-10-10,0
机械工程师,山东临工工程机械有限公司,2021-10-10,0
生产技术管理类专业技术岗/工程建设管理类专业技术岗/软件开发与维护相关专业技术岗/综合管理相关专业技术岗,厦门水务集团有限公司,2021-10-09,0
超透镜设计工程师/光学测试工程师/光学结构工程师/光学设计工程师/工艺工程师,深圳迈塔兰斯科技有限公司,2021-10-09,0
程序助理/策划助理/美术助理/视频设计助理/广告文案助理/国内广告投发助理/游戏运营助理/海外运营助理/海外广告投发助理/ios运营助理/PHP开发工程师/前端开发工程师,上海赤月信息技术有限公司广州分公司,2021-10-09,0
技术研发类 /质量工艺类/ 报价类/ 招标采购类 /精益管理类/ 市场管理类 /市场营销类 /职能管理类/电气工程及其自动化/机械设计制造及其自动化/机械工程/法学、审计学、会计学/财务管理/人力资源管理/统计学/工业工程/财政学,新疆特变电工集团有限公司,2021-10-09,0
C++开发工程师 /Web开发工程师/产品设计工程师/测试工程师/网络安全工程师/产品专员,福建福昕软件开发股份有限公司,2021-10-09,0
【组团】浙江-成都人才招聘会,浙江省,2021-10-09,0
管理培训生/信息科技类岗位/运营支持类岗位/业务营销类岗位,广东南粤银行股份有限公司,2021-10-09,0
运营类管培生/职能类管培生/研发类管培生,杭州优行科技有限公司,2021-10-09,0
百威中国2022 销售管培生,百威（中国）销售有限公司成都分公司,2021-10-09,0
科研技术类/职能管理类/市场类,北京智芯微电子科技有限公司,2021-10-09,0
储备干部,无印良品（上海）商业有限公司,2021-10-09,0
投融资项目经理/法务经理/行政经理,深圳市中小微企业投资管理有限公司,2021-10-09,0
JAVA开发/C++开发/前端开发/测试-偏基础测试/技术支持/产品经理,北京掌上先机网络科技有限公司,2021-10-09,0
游戏U3D开发工程师 /游戏服务器开发工程师 /游戏数值策划/游戏系统策划/3D模型/游戏UI设计师/3D动作 /3D特效/海外运营管培生等,成都星河互娱科技有限公司,2021-10-09,0
移动开发工程师/算法工程师/嵌入式开发工程师/平台开发工程师/测试工程师/大客户销售经理/质量工程师/产品专员等,深圳市海雀科技有限公司,2021-10-09,0
研发技术类/智能制造类/营销服务类/运营管理类/互联网 IT类等,临工集团济南重机有限公司,2021-10-09,0
软件研发/硬件研发等,小米科技有限责任公司,2021-10-09,0
研发工程师 /检测工程师 /技术员/检测员 /工程储干/生产储干/销售工程师 /品质工程师/采购工程师/财务储干/人力资源储等,深圳市研一新材料有限责任公司,2021-10-09,0
软件开发/数据分析/项目管理/系统维护/信息安全等,大连银行股份有限公司,2021-10-09,0
车辆工程/汽车电子/电子信息工程/机械工程/机械设计制造及自动化/智能制造等,江铃汽车股份有限公司,2021-10-09,0
管理培训生/医学应用岗/科技创新岗/业务管理岗/专业职能岗等,中国太平洋人寿保险股份有限公司,2021-10-09,0
业务拓展类/技术研发类/财务审计类/行政职能类,物产中大集团股份有限公司,2021-10-09,0
投行业务类/投资研究类/财富管理类/金融科技类/财富管理类/投融资类/中后台职能类,中国银河证券股份有限公司,2021-10-08,0
游戏客户端程序/U3D游戏地编/游戏3D角色设计师/U3D游戏特效师/游戏3D动作设计师/游戏编剧,深圳市汉家松鼠网络科技有限公司成都分公司,2021-10-08,0
金融经济类/财务会计类/市场营销类/IT类/管理类/理工科类,景顺长城基金管理有限公司,2021-10-08,0
零售管理培训生,蔻驰贸易（上海）有限公司,2021-10-08,0
前端开发工程师/后端开发工程师/数据分析工程师/系统运营工程师/安全治理工程师/运维工程师/自动化运维工程师/专业研究岗/产品岗/商务拓展岗/市场营销岗/商务运营岗/财务岗/法务岗,华润股份有限公司,2021-10-08,0
IT类/数字统计类/产业相关专业类/经济金融类/财务会计类/法律类,华夏银行股份有限公司成都分行,2021-10-08,0
软件/计算机视觉/光学工程师,先进科技（中国）有限公司,2021-10-08,0
客户经理岗/综合柜员岗,中国光大银行股份有限公司武汉分行,2021-10-08,0
C++储备开发工程师,成都易我科技开发有限责任公司,2021-10-08,0
硬件开发工程师/嵌入式开发工程师/web前端工程师/安卓开发工程师/C应用开发工程师/Java开发工程师/工程技术工程师/海外销售工程师/海外交付工程师,福建新大陆支付技术有限公司,2021-10-08,0
采编播岗位/ 营销运营类 /电视剧业务 /技术岗位,苏州市广播电视总台,2021-10-08,0
环境咨询助理顾问/助理科创工程师/市场咨询助理顾问/工程项目助理,墣锦环境工程（海南）有限公司,2021-10-08,0
芯片设计工程师/系统架构师/深度学习研究员/C++后端开发工程师/高级结构设计工程师等,杭州市萧山区人才管理服务中心,2021-10-08,0
业务经营/产业研究/核算管理/运营管理/java开发,浙江物产化工集团有限公司,2021-10-08,0
管培生（项目开发方向/商务方向/工程类/造价方向/资产管理方向/电气设计方向/总图设计类/结构设计类/电力系统/财务金融方向/国际业务）,晶科电力科技股份有限公司,2021-10-08,0
产品经理/产品运营/商务拓展/ 开发工程师/测试工程师,中国移动通信有限公司销售分公司,2021-10-08,0
管培生/非讲师岗位,北京中公教育科技股份有限公司四川分公司,2021-10-08,0
研发类/职能类/制造类/品质类,深圳市航嘉驰源电气股份有限公司,2021-10-08,0
教师,深圳市坪山区教育局,2021-10-08,0
综合办公室综合文秘/运营管理部运营专员/法律事务部法律专员/人力资源部人力专员/党群工作部党务专员/新产业事业部运营专员等,济南产业发展投资集团有限公司,2021-10-08,0
中国铁塔2022年度校园招聘岗位,中国铁塔股份有限公司,2021-10-08,0
客户经理（销售）/技术人员/销售助理/商务,四川航天七零六信息科技有限公司,2021-10-08,0
算法研究类/芯片设计类/系统平台类/产品文档类,广州安凯微电子股份有限公司,2021-10-08,0
算法工程师/视觉工程师/深度学习工程师,征图新视（江苏）科技股份有限公司,2021-10-08,0
技术销售工程师轮岗项目TSE/现场技术应用工程师轮岗项目 （模拟方向）FAE(Analog),德州仪器半导体制造（成都）有限公司,2021-10-08,0
储备干部,深圳威新软件科技有限公司,2021-10-08,0
电工类 /电子信息类,国网山东省电力公司,2021-10-08,0
应用验证和支持工程师/硬件研发助理工程师/软件研发助理工程师,成都鸿立芯半导体有限公司,2021-10-08,0
售前咨询顾问/安全分析师/技术支持/安全研究员,中资网络信息安全科技有限公司,2021-10-08,0
柜员/信息科技岗/管理培训生,中信银行股份有限公司昆明分行,2021-10-08,0
总行公司金融岗/总行零售业务岗/ 总行金融市场岗/总行资产管理岗/总行运营渠道管理岗/总行财务会计岗/总行金融科技岗等,四川银行股份有限公司,2021-10-08,0
储备干部,富基（深圳）电子有限公司,2021-10-08,0
A计划管培生,青岛啤酒股份有限公司,2021-10-08,0
技术助理（管培生/实习生）,浙江汉蓝环境科技有限公司,2021-10-08,0
工程审计岗/ 企业管理岗（交通运输方向）/ 合约岗/ 解决方案/ 投资分析/ 养护工程师/ 助理工程师/ 人力资源助理/ 开发岗/ 行政人事岗等,深圳高速公路股份有限公司,2021-10-08,0
商务管培生,唯品会（中国）有限公司,2021-10-08,0
营销管理类/讲师类/科技类,中国人寿保险股份有限公司广州市分公司,2021-10-08,0
网络安全技术研究类/密码研究类/软件开发类/硬件开发类/产品测试类/结构设计类/职能类,西南通信研究所（中国电子科技集团公司第三十研究所）,2021-10-08,0
软件工程师（C++开发方向）/软件工程师（Java开发方向）/软件工程师（Web前端开发方向）,郑州易盛信息技术有限公司,2021-10-08,0
软件开发类/软件测试类/硬件类/ IC设计类/算法研究类/客户支持类,高通无线通信技术（中国）有限公司,2021-10-08,0
软件工程师/人事助理/法务专员/投资专员/电磁工程师/电气工程师/系统工程师/电机控制软件工程师/系统控制软件工程师/测试工程师/硬件工程师/设计师/研发管理工程师/质量工程师/机械工程师/设备工程师/焊接工程师/电气工程师/空调工程师/商务助理/项目助理/刀具工程师/机加工艺师,新誉集团有限公司,2021-10-08,0
人力资源岗/综合事务岗/公共事务岗/行政管理岗/培训管理岗/经营管理岗/项目助理岗/数据分析岗/软件研发工程师,绝味食品股份有限公司,2021-10-08,0
管理培训生 /金融科技岗,锦州银行股份有限公司,2021-10-08,0
封装工艺工程师 /芯片测试工程师/物料计划/生产计划工程师/质量工程师/设备工程师/IE工程师,深圳赛意法微电子有限公司,2021-10-08,0
