招聘主题,用人单位,发布日期,浏览次数
产品工程师/工艺制程工程师/研发工程师/设计工程师等,苏州晶方半导体科技股份有限公司,2021-10-28,0
电池 电机电控 自动驾驶（软件）/ 自动驾驶（硬件）/ 大数据（运营、产品、运行） /数字营销/创新营销/品牌营销/大客户营销等 工艺数字化、轻量化等 智能制造（生产、品质等）、机器人、生产管理等,广汽埃安新能源汽车有限公司,2021-10-28,0
消防设备研发岗,应急管理部上海消防研究所,2021-10-28,0
人工智能实习生,深圳市悦保科技有限公司,2021-10-28,0
数据开发工程师实习生/系统开发工程师实习生,青岛安值投资管理有限公司,2021-10-28,0
金融理财顾问 /信息技术专员/机构业务经理/投行业务承揽岗/ 投资研究专员,国泰君安证券股份有限公司四川分公司,2021-10-28,0
嵌入式开发,深圳市悦保科技有限公司,2021-10-28,0
大客户经理,科大讯飞股份有限公司,2021-10-28,0
专业储备岗/柜面操作岗/信息技术方向岗位,深圳农村商业银行,2021-10-28,0
软件开发类/技术服务类/应用安全类/运维开发类/系统运维类/网络运维类/终端安全等等,中汇信息技术（上海）有限公司,2021-10-28,0
算法类/软件工程类/硬件工程类/产品设计类/营销/技术支持类等等,北京极智嘉科技股份有限公司,2021-10-28,0
财务管理/法务管理/人力资源管理/运营管理/市场拓展/社区经营等,西藏新城悦物业服务股份有限公司,2021-10-28,0
物联网终端测评师,成都恒信正合科技有限公司,2021-10-28,0
机械设计师/硬件开发师/算法工程师/大数据工程师/软件工程师/数据通信工程师/暖通工程师/隧道与地下工程设计岗/隧道与地下工程检测岗/隧道与地下工程综合岗,招商局重庆交通科研设计院有限公司,2021-10-28,0
大数据开发工程师/商业智能工程师/算法工程师/DevOps工程师/前端开发工程师/后端开发工程师等,空中云汇（上海）网络科技有限公司,2021-10-28,0
软件中心研发岗300+,北京应用物理与计算数学研究所,2021-10-28,0
数学/通信工程专业教师,四川九洲技师学院,2021-10-28,0
法官助理/书记员,广东省深圳市中级人民法院,2021-10-28,0
金融科技类/操作类/业务与综合管理类,广东省农村信用社联合社,2021-10-27,0
产品策划岗/投资管理岗/招商管理岗/营运管理岗/数据分析岗/活动策划岗/媒体宣传岗/会员管理岗/人力资源岗/招标采购岗/写字楼研策岗/写字楼租赁岗/写字楼运营岗,润欣商业投资（深圳）有限公司,2021-10-27,0
总行管理培训生/万州分行管理培训生/支行管理培训生/总行信息科技部/总行数字金融部/网点工作人员,重庆三峡银行股份有限公司,2021-10-27,0
机械管理岗 /生产及工艺管理（化工）岗 /生产及工艺管理（轻工）岗/ 财务管理岗 /系统需求管理岗/营销管理岗/供应链管理岗,华劲集团股份有限公司,2021-10-27,0
产品技术员/机电技术员,广州高才信息科技有限公司,2021-10-27,0
IT培训生,汇丰软件开发（广东)有限公司,2021-10-27,0
c++/Java,北京未尔锐创科技有限公司,2021-10-27,0
IT及新技术类/网络类/业务及运营类/市场类/职能支撑,中国联合网络通信有限公司四川省分公司,2021-10-27,0
驱动软件开发工程师/嵌入式软件工程师,陕西烽火实业有限公司,2021-10-27,0
总部管培生,广东省广新控股集团有限公司,2021-10-27,0
模拟/混合信号IC工程师/数字IC设计验证工程师/助理测试工程师/算法工程师/C++软件工程师/嵌入式软件工程师/FPGA工程师/DSP工程师,成都时识科技有限公司,2021-10-27,0
营销管理培训生/产品管理培训生/综合管理培训生/前端开发工程师/java开发工程师/测试工程师/系统维护管理岗/网络安全维护岗,通联支付网络服务股份有限公司,2021-10-27,0
研发C/C++ /研发Java /安全/测试/技术支持/产品/运营/设计/职能,统信软件技术有限公司,2021-10-27,0
软件工程师,云南省医药有限公司,2021-10-27,0
博士生/研究生,中共东莞市委组织部,2021-10-27,0
西南空管局2022年新员工招聘人力岗/财务岗/计算机通信技术岗,民航西南地区空管局,2021-10-27,0
机械设备工程师 /制程整合工程师 /测试工程师 /工业工程师/ 品质工程师 /安全工程师 /电力工程师/ 气体化学工程师 暖通/空调工程师 /水务工程师 /业务工程师/ 研发工程师,超视界显示技术有限公司,2021-10-27,0
博士后研究员/ 研发 工程师/ 研发工程师助理/ 储备管理干部 /生产运营管培生 /国内销售业务员/ 海外销售业务员,佛山市国星光电股份有限公司,2021-10-27,0
研发工程师,深圳兰度生物材料有限公司,2021-10-27,0
审计/施工员/安全员等等,贵阳市人才服务中心（贵阳市人力资源市场）,2021-10-27,0
经济管理,常熟市人力资源和社会保障局,2021-10-27,0
Java开发工程师/C/C++工程师/前端开发工程师/算法工程师/大数据开发工程师/数据工程师/测试开发/测试工程师等,恒生电子股份有限公司,2021-10-27,0
软件研发/芯片研发/算法工程师/自动化工程师/综合管理/财务,中国(上海)自由贸易试验区临港新片区管理委员会,2021-10-27,0
后端开发工程师/前端开发工程师/测试工程师,福建远控科技有限公司,2021-10-27,0
电气类/计算机类/通信类/机械测控类/环境化学类/工程管理类/土建类/物流管理类/工商管理类/经济类/财会审计类/法学类（含思想政治教育、马克思主义理论等）/新闻类/汉语言文学类/档案学/气象学,广西电网有限责任公司,2021-10-26,0
硬件设计工程师/嵌入式软件工程师/Java开发工程师/web前端开发工程师/音频算法工程师/营销类岗位,广州市奥威亚电子科技有限公司,2021-10-26,0
电气/计算机/机械测控等,海南电网有限责任公司,2021-10-26,0
堆叠工程师/结构工程师/测试工程师/软件驱动工程师/安卓开发工程师/基带工程师/研发质量工程师/助理研发工程师,四川祥承智能科技有限公司,2021-10-26,0
产品测试岗/架构设计岗/人才培养及发展岗/大数据分析岗/程序开发岗,启明信息技术股份有限公司,2021-10-26,0
交通运输类/机电设备类/电气工程类/信息科学与技术类/土木工程与建筑类/综合类,重庆市铁路（集团）有限公司,2021-10-26,0
投资类管培生/工程管理类管培生/研发类管培生/财务类管培生/人力资源类管培生,力合科创集团有限公司,2021-10-26,0
FPGA工程师/采购工程师/电气工程师/光学工程师/机械工程师/人力资源专员/软件工程师/系统集成工程师/售后工程师等等,苏州源卓光电科技有限公司,2021-10-26,0
培训专员/运营专员（教务方向）/用户运营专员/营销策划专员/设计师（平面设计）/启明星管培生,上海夏山教育科技有限公司,2021-10-26,0
技术研发类 /市场营销类/项目管理类/综合支撑类,重庆市通信产业服务有限公司,2021-10-26,0
技术类岗位\业务类岗位\职能类岗位\实习生岗位,网联清算有限公司,2021-10-26,0
风资源工程师/载荷控制工程师/仿真工程师/机械设计工程师/算法助理工程师等,新疆金风科技股份有限公司,2021-10-26,0
管理培训生/销售红星,云南太古可口可乐饮料有限公司,2021-10-26,0
半导体电路设计工程师/半导体工艺开发工程师/半导体设备工程师/韩语翻译,成都高真科技有限公司,2021-10-26,0
焦平面技术研究/激光技术研究/光电系统技术研究/光电产品生产,华北光电技术研究所（中国电子科技集团公司第十一研究所）,2021-10-26,0
Java工程师/机器学习工程师/大数据工程师,上海数禾信息科技有限公司,2021-10-26,0
企业管理/土地管理/工程技术管理/工程造价管理/工程安全管理/财务审计/党务文秘/人力资源管理/,广州市高速公路有限公司,2021-10-26,0
工程设计岗 /项目管理/全过程项目咨询岗 /策划咨询/职能管理岗,中国联合工程有限公司,2021-10-26,0
产品测试岗 /架构设计岗 /人才培养及发展岗，/大数据分析岗 /程序开发岗,启明信息技术股份有限公司,2021-10-26,0
销售工程师/产品经理（PM）/现场应用工程师（FAE）/电子工程师（硬件）/系统架构师/软件工程师/数据分析员/财务专员/法务专员/运营专员,深圳中电港技术股份有限公司,2021-10-26,0
电气工程及其自动化/ 测控技术与仪器 /控制系统工程 / 计算机科学与技术 /自动化等,国核自仪系统工程有限公司,2021-10-26,0
建筑设计岗 /工程师岗 /招商运营岗 /设计管理岗-室内 /技术岗 /人力行政岗等,合商科技有限公司,2021-10-26,0
研发岗/产品岗/运营岗/销售岗,深圳市腾讯产业创投有限公司,2021-10-26,0
算法设计工程师 /光电系统链路仿真/算法设计工程师 CAD图形引擎/Rust开发工程师/C#开发工程师/Python开发工程师/PDA应用工程师 硅光版图设计/PDA应用工程师光电链路仿真与协同仿真,深圳逍遥科技有限公司,2021-10-26,0
亿联银行2022年校园招聘,吉林亿联银行股份有限公司,2021-10-26,0
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-10-26,0
临床类/研发类/法规事务类/工艺类/质量管理/商务类等,归创通桥医疗科技股份有限公司,2021-10-26,0
融媒编辑记者/视觉包装/融媒技术工程师/网络运维工程师/电子技术工程师,南京广播电视集团有限责任公司,2021-10-26,0
区域服务工程师,贝克曼库尔特商贸（中国）有限公司,2021-10-26,0
量化研究员/C++开发工程师/python开发工程师/高性能计算机工程师/前端开发/量化数据工程师/量化交易员/市场经理/市场运营经理,因诺（上海）资产管理有限公司,2021-10-26,0
标定工程师/过程设计工程师/混合动力开发工程师/信息化工程师/设备工程师,云南云内动力集团有限公司,2021-10-26,0
软件开发工程师/大数据分析师/5G网络工程师/政企项目交付经理（售前解决方案培养方向）/动力工程师/项目经理（大数据、物联网、云计算、医疗、教育、工业互联网方向）/政企行业营销专家/推广营销岗（设计、产品经理)/财务稽核岗,中国联合网络通信有限公司深圳市分公司,2021-10-26,0
研发助理,兴机电器有限公司,2021-10-26,0
业务职能类岗位/技术类岗位/维修类岗位/运行类岗位,中核霞浦核电有限公司,2021-10-26,0
技术研发类/农艺类/互联网IT类/管理类/营销风控类,中联农业机械股份有限公司,2021-10-26,0
营销岗,中联重科股份有限公司,2021-10-26,0
航天火工品技术岗/航天信息技术岗,四川航天川南火工技术有限公司,2021-10-26,0
人力资源管理助理\财务管理助理\空管设备系统保障与开发工程师\气象预报观测工程师,中国民用航空西南地区空中交通管理局贵州分局,2021-10-25,0
机械/光学/软件/算法,苏州天准科技股份有限公司,2021-10-25,0
助理运行工程师/助理设备工程师/助理仪控工程师/ 助理电气工程师/财务专员/ IT 工程师/安全工程师/环保工程师/ 采购专员/人力资源专员,万华化学（福建）有限公司,2021-10-25,0
宣传文秘/人力资源/纪检法务/财务管理/土地规划/城市规划/设计管理（机电方向/建筑方向/园林景观方向）/工程管理/成本造价/工程测量测绘技术/工程检测监测/结构检测与加固设计/岩土工程勘察/岩土设计与咨询/3D打印材料研发等等,杭州市钱江新城投资集团有限公司,2021-10-25,0
后端工程师,北京来也网络科技有限公司,2021-10-25,0
信息技术/规划财务/法务/航空医师/管培生/乘务员/数字化精英人才,厦门航空有限公司,2021-10-25,0
“实赣菁才”管培生/系统开发岗/数据模型岗/项目审查岗/“实赣青年”培训生/通用岗,赣州银行股份有限公司,2021-10-25,0
通信导航监视岗位及气象设备维护岗位/气象预报观测岗位,中国民用航空宁波空中交通管理站,2021-10-25,0
技术类岗位（后端开发、前端开发、数据开发、算法等）/ 产品类岗位（产品经理、产品运营、数据运营等）/AI研发工程师 /算法研究员 /JAVA研发工程师/系统工程师 /产品经理 /前后端技术开发工程师 /大数据开发工程师 /市场运营/产品经理 /产品运营 /客户经理 /数据工程师/产品经理 /产品开发等,联通在线信息科技有限公司,2021-10-25,0
公务员机关单位综合管理岗/公务员机关单位技术岗/公务员机关单位研究分析助理岗,上海市某公务员机关单位,2021-10-25,0
营销管培生,中铁房地产集团西南有限公司,2021-10-25,0
行业研究助理/固收研究助理/FOF研究助理/机构渠道助理/互联网电商运营/投顾算法研究助理/固收交易员/银行/券商渠道助理/基金注册登记/基金清算/办公室综合秘书岗,华安基金管理有限公司,2021-10-25,0
管培生/研发类/职能类,北京威努特技术有限公司,2021-10-25,0
通信导航监视岗/气象设备维修维护岗/委托培养空中交通管制学员,中国民用航空中南地区空中交通管理局广西分局,2021-10-25,0
总行管培生 /总行部门定向生（金融市场方向/风险管理方向/职能管理方向）/总行信息技术部定向生（软件开发方向/数据分析方向/系统管理方向/信息安全方向）/分行管培生 /分支行管培生（风险管理方向） /分行信息技术培训生 /营销培训生（公司金融方向/小微金融方向/零售金融方向） /运营培训生（综合柜员方向）,杭州银行股份有限公司,2021-10-25,0
嵌入式软件工程师/ 嵌入式软件工程师（SOC）/ 嵌入式软件工程师（ARM）/ 嵌入式软件工程师（信号处理）/ C、C++软件工程师 上位机软件工程师 /电路设计工程师 /研发测试工程师/产品经理 /研发助理 /FPGA开发工程师 /芯片设计工程师/ IC验证工程师/ 视觉SLAM算法工程师/ 卫星基带算法工程师 /卫星导航算法、RTK算法工程师/ 惯性、组合导航算法工程师,湖南北云科技有限公司,2021-10-25,0
软件研发工程师（Java/C++/Golang）/计算机视觉算法工程师/算法工程师（调度优化）/定位导航算法工程师,灵动科技（北京）有限公司,2021-10-25,0
亚太销售培训生/亚太财务培训生/亚太技术培训生/软件研发工程师,罗克韦尔自动化（中国）有限公司,2021-10-25,0
算法工程师/高压工程师/嵌入式工程师/软件工程师等,北京纳米维景科技有限公司,2021-10-25,0
产品类/设计类等,北京易车互联信息技术有限公司,2021-10-25,0
分行营销精英培训生/分行金融科技类,广发银行股份有限公司成都分行,2021-10-25,0
飞行器总体设计师/部件总体设计师/机械结构工程师/自动控制工程师/嵌入式硬件工程师/嵌入式软件工程师/数字逻辑工程师/光学系统工程师/JAVA工程师/图像算法工程师/系统测试工程师/质量工艺工程师/标准化工程师,北京惠风联合防务科技有限公司,2021-10-25,0
研发类/职能类/市场类等,富士康工业互联网股份有限公司,2021-10-25,0
开发工程师/产品助理/业务代表/党务工作岗/人力资源专员/财务岗,中国民航信信息网络股份有限公司,2021-10-25,0
软件工程师/ 产品需求分析师/ 财务岗 /人力资源岗 /品牌岗 /营销岗 /产品开发岗 /企划推广岗 /运营岗,广东伊丽汇美容科技有限公司,2021-10-25,0
教师,中北大学,2021-10-25,0
研发工程师/设备工程师/工艺工程师,厦门市三安集成电路有限公司,2021-10-25,0
投资研究经理/金融科技经理,东方证券股份有限公司,2021-10-24,0
电气开发/驱动软件开发/机构开发/激光头开发/电气工程师/机构工程师/软件工程师/日语营销,中国华录·松下电子信息有限公司,2021-10-24,0
业务类/ 专业类/运行类,华润雪花啤酒（中国）有限公司,2021-10-24,0
业务拓展类/技术研发类/财务审计类/行政职能类,物产中大集团股份有限公司,2021-10-24,0
通信组网设计师/指挥控制软件研发设计师/指挥控制软件架构师/,成都西南信息控制研究院有限公司,2021-10-23,0
通信工程师/软件工程师/硬件工程师/天线工程师/结构工程师,陕西烽火电子股份有限公司,2021-10-22,0
管理培训生/IT校招生,上海中通吉网络技术有限公司,2021-10-22,0
JAVA开发工程师/C++开发工程师/前端开发工程师/测试工程师/技术支持工程师/产品经理,北京掌上先机网络科技有限公司,2021-10-22,0
雷达电子战仿真工程师/通信仿真工程师/C++研发工程师/技术支持工程师（电磁方向、通信和网络方向）/ 销售工程师,北京未尔锐创科技有限公司,2021-10-22,0
管理培训生,中国太平洋人寿保险股份有限公司北京分公司,2021-10-22,0
软件开发工程师/前端开发工程师/数据研发工程师/测试开发工程师/用户体验设计师/智能运维研发工程师,招银网络科技（杭州）有限公司,2021-10-22,0
职能类/营销类/技能类,长虹美菱股份有限公司,2021-10-22,0
金融科技类岗/业务拓展类岗/管理支持类岗,海通证券股份有限公司,2021-10-22,0
工程规划/工程设计/工程咨询/工程测量/信息管理/运维保障/科学研究/工程管理,中广电广播电影电视设计研究院,2021-10-22,0
营销管理类/精算类/金融科技类/管理培训生类/战略管理类/营销与服务类/运营管理类等,中国人寿保险（集团）公司,2021-10-22,0
硬件工程师/逻辑设计工程师/Java开发工程师/C|C++开发工程师/算法工程师/Web前端工程师/测试工程师/运维工程师,电信科学技术第五研究所有限公司,2021-10-22,0
研究/投资/交易/承揽/承做/销售/客户关系管理/财富管理,长城证券股份有限公司,2021-10-22,0
FPFA工程师/射频工程师/天线设计工程师/电路系统工程师/软件工程师/DSP开发工程师/嵌入式工程师/系统总体设计师/UI设计师/系统设计师助理/射频工程师助理/人力资源管理专员,成都空间矩阵科技有限公司,2021-10-22,0
设计管理/综合管理/土建质安/机电管理等,绍兴市轨道交通集团有限公司,2021-10-22,0
市场营销/工程客服/工艺制造/标准算法研究/5G规划优化工程师,中信科移动通信技术股份有限公司,2021-10-22,0
技术研发岗/职能岗/产品岗/海外岗/营销岗,广州虹科电子科技有限公司,2021-10-22,0
网络安全技术研究类/密码研究类/软件开发类/硬件开发类/产品测试类/结构设计类/职能类,西南通信研究所（中国电子科技集团公司第三十研究所）,2021-10-22,0
实习老师/教辅老师,成都美中教育管理有限公司,2021-10-22,0
通导人员,民航三亚空管站,2021-10-22,0
设备工程师Field ServiceEngineer/工艺工程师FieldProcess Engineer,先晶半导体设备(上海)有限公司,2021-10-22,0
研发工程师/自动化运维工程师/安全管理工程师,中国人寿保险（海外）股份有限公司,2021-10-22,0
可测性设计工程师/算法工程师/UI设计工程师/软件开发工程师/硬件工程师等,湖南国科微电子股份有限公司,2021-10-22,0
市场营销类/产品运营类/综合职能类/技术类等,四川省邮政公司,2021-10-22,0
评估咨询项目助理岗/ 管理咨询项目助理岗/ 招标代理项目助理岗 /造价咨询项目助理岗 /财务管理专员岗,中科信工程咨询（北京）有限责任公司,2021-10-22,0
软件研发类/硬件研发类/产品设计类/职能类,广州影子科技有限公司,2021-10-22,0
半导体材料研发/封装研发/制冷研发/芯片研发（助理）/厂务特气工程师,浙江珏芯微电子有限公司,2021-10-22,0
民生保险实习生/“雏鹰”培训生,民生人寿保险股份有限公司,2021-10-22,0
销售主管 /外贸业务员/ 行业研究/ 机械制图/ 中国铁塔市级管理辅助人员(椒江）/ 铁塔共享换电柜运营管理/ 中国铁塔管理辅助人员（温岭）/ 无人机总体设计/ 无人机燃油系统试验 /无人机动力系统试验 /项目管理 /项目工程师 /文员等,台州市人力资源和社会保障局,2021-10-22,0
教师,中北大学,2021-10-22,0
赢销干将（营销管理/人力/策划/事务/客户关系）,绍兴汀光房地产开发有限公司,2021-10-22,0
营销管理/汽车研发/制造技术/质量管理/采购管理/信息管理/财务管理/人力资源/纪检监察/审计法务,宜宾凯翼汽车有限公司,2021-10-22,0
研发类/制造类/营销类/职能类,箭牌家居集团股份有限公司,2021-10-22,0
营销管理储备干部/海外营销管理储备干部/后台管培生,成都盛誉达电子产品有限公司,2021-10-22,0
雷达电子战仿真工程师/通信仿真工程师/光电和红外仿真工程师等,北京未尔锐创科技有限公司,2021-10-22,0
研发工程师（java）/软件实施工程师/软件测试工程师,福建正孚软件有限公司,2021-10-22,0
成都地区营业部综合业务岗/雅安地区营业部综合业务岗,申万宏源证券有限公司,2021-10-22,0
研发工程师,中国铁道科学研究院集团有限公司电子计算技术研究所,2021-10-22,0
研发/技术/质量工程师,山东国瓷功能材料股份有限公司,2021-10-22,0
软件开发/硬件开发/产品设计/产品工艺/工程设计/工程技术支持/产品调试测试等,许继集团有限公司,2021-10-22,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-10-22,0
专利代理工程师,深圳市智圈知识产权代理事务所（普通合伙）,2021-10-22,0
设备（信息系统）运维管理/ 技术开发,中南空管局技术保障中心,2021-10-22,0
事业单位招聘123人/各类院校招聘23人,中共惠州市委组织部,2021-10-22,0
雷达电子战仿真工程师/通信仿真工程师/C++研发工程师/技术支持工程师（电磁方向、通信和网络方向）/ 销售工程师,成都未尔科技有限公司,2021-10-21,0
关于自贡市2022年部分企事业单位赴高校招聘急需紧缺人才的公告,自贡市人力资源服务中心,2021-10-21,0
金融科技岗/风险建模岗/业务运营岗/产品设计岗/管培类/征信管理岗/智能风控管理岗/行研分析岗/数据分析岗/风险经理/风险评审岗/风险策略岗/数据分析岗/放款管理岗/数据工程岗,四川新网银行股份有限公司,2021-10-21,0
硬件工程师/射频电路设计/射频调试工程师/微波天线设计工程师/FPGA工程师/嵌入式软件工程师/图像算法工程师等,北京信路威科技股份有限公司南宁分公司,2021-10-21,0
助理硬件开发工程师,深圳传音控股有限公司,2021-10-21,0
感知算法工程师（深度学习方向）/感知算法工程师（融合预测方向）/决策规划算法工程师/行为预测算法工程师/C++开发工程师/后端开发工程师/仿真工程师/测试开发工程师,杭州飞步科技有限公司,2021-10-21,0
研发类/产品类/自动驾驶类/运营类/销售类/职能支持类,车主邦（北京）科技有限公司,2021-10-21,0
公司业务应届生岗（市场营销方向）/公司业务应届生岗（投资银行方向）/公司业务应届生岗（交易银行方向）/公司业务应届生岗（培训生方向）/零售业务应届生（私行财富方向）/零售业务应届生（综合金融方向）/零售业务应届生（运营管理方向）/零售业务应届生（培训生方向）,平安银行股份有限公司上海分行,2021-10-21,0
管培生,中国外运山东有限公司,2021-10-21,0
电气工程师/结构工程师/硬件工程师/软件工程师/仿真工程师/电池工艺/项目经理/,成都特隆美储能技术有限公司,2021-10-21,0
正编教师,深圳市龙华区教育局,2021-10-21,0
电气工程师/热能工程师/热控工程师,中国船舶重工集团新能源有限责任公司,2021-10-21,0
管培生,德诚珠宝集团有限公司,2021-10-21,0
应用研发和测试类/应用研发和测试类/系统运维类/系统运维类/信息安全类,浙商银行股份有限公司,2021-10-21,0
“美丽四川·创业天府”2021年四川人才活动周,四川省人才交流中心,2021-10-21,0
培训生,成都地铁运营有限公司,2021-10-21,0
亚太销售培训生/亚太财务培训生/现场服务工程师/软件研发工程师/项目工程师实习生/MES工程师实习生/现场服务助理工程师实习生/软件开发实习生/软件测试实习生/前端开发实习生/后端开发实习生/OT开发实习生等等,罗克韦尔自动化（中国）有限公司,2021-10-21,0
管培生,长沙城市发展集团有限公司,2021-10-21,0
FAE现场应用工程师/模拟IC版图设计工程师/模拟集成电路设计工程师/SoC集成电路逻辑设计工程师/运维工程师(主机方向)/运维工程师(网络方向)/运维工程师(信息安全方向),智锐科技（成都）有限公司,2021-10-21,0
高级光学工程师/光学工程师/激光应用/软件工程师/硬件工程师/机械结构/销售/技术支持/光学测试工程师,深圳市创鑫激光股份有限公司,2021-10-21,0
嵌入式软件工程师/ 嵌入式软件工程师（SOC）/ 嵌入式软件工程师（ARM）/ 嵌入式软件工程师（信号处理）/ C、C++软件工程师 上位机软件工程师 /电路设计工程师 /研发测试工程师/产品经理 /研发助理 /FPGA开发工程师 /芯片设计工程师/ IC验证工程师/ 视觉SLAM算法工程师/ 卫星基带算法工程师 /卫星导航算法、RTK算法工程师/ 惯性、组合导航算法工程师,湖南北云科技有限公司,2021-10-21,0
技术支持工程师/算法工程师（通信信号处理）/算法工程师（雷达信号处理）/微波射频工程师/软件工程师（QT/C++）/软件工程师（C#/WPF）/NPI工程师/硬件工程师/逻辑工程师（信号处理）/逻辑工程师（架构设计）/销售工程师,成都玖锦科技有限公司,2021-10-21,0
算法工程师/产品工程师/用户界面开发工程师/系统工程师等,东方晶源微电子科技（北京）有限公司,2021-10-21,0
计算机类/经济金融类/信息安全类/管理类,银清科技有限公司,2021-10-21,0
结构设计工程师/强度工程师/电气工程师/飞控算法工程师/通信导航工程师/实验测试工程师,零重力南京飞机工业有限公司,2021-10-21,0
产品光学设计岗/产品电路及软件设计岗/产品试制光学设计岗/产品试制整机装调工艺设计岗/产品电路硬件调试及设计岗/红外检测技术研究/硬件调试工程师岗/光电系统装调工艺设计岗/光学系统装调工艺设计岗/光机系统装调工艺/智能制造岗/信息化岗设计岗/,昆明北方红外技术股份有限公司,2021-10-21,0
汽车研发（北京/上海)/自动驾驶（北京/上海)/智能与信息技术（北京/上海） /生产制造（北京/江苏常州） /供应链（北京/上海/江苏常州/四川绵阳） /用户质量（北京/江苏常州）/用户与市场（北京）/充电网络（北京）/市场与销售服务（北京/上海/重庆/广州/深圳/杭州/成都/武汉）/综合管理（北京&amp;amp;上海&amp;amp;常州）/职能（北京&amp;amp;上海&amp;amp;常州）,北京理想汽车有限公司,2021-10-21,0
研发类/ 临床工程师 /注册工程师 /硬件工程师 /FPGA工程师 /算法软件工程师 / 应用软件工程师/ MEMS研发工程师 / 传感器研发工程师 /系统测试工程师 /导管研发工程师（材料方向） /导管研发工程师（结构方向）,深圳北芯生命科技股份有限公司,2021-10-21,0
前端、后端开发工程师 /信号研发工程师（ATS方向)/信号研发工程师（车载方向)/销售专员/信号技术工程师（工程方向）/信号技术工程师（运维方向）/人力资源专员/核算会计专员,广州铁科智控有限公司,2021-10-21,0
弹道设计工程师/姿控设计工程师/气动设计工程师/导航设计工程师/仿真设计工程师/结构设计工程师/机电设计工程师/强度分析工程师/web前端工程师/JAVA开发工程师/应用软件开发工程师/FPGA工程师/嵌入式软件开发工程师/硬件设计工程师/射频、天线工程师/电气系统工程师/惯性导航工程师/固体火箭发动机设计工程师/固体火箭发动机工艺工程师/质量专员/产品保障专员/市场专员/新媒体运营专员/人事行政专员/法务专员/财务专员等,北京零壹空间科技有限公司,2021-10-21,0
Java开发工程师,北京（海淀）大数据先进技术研究院（北京大数据先进技术研究院）,2021-10-21,0
培训生,中信证券（山东）,2021-10-21,0
产品管理岗/规划管理岗/产品经理岗/系统运维岗/测试工程师等,财通证券股份有限公司,2021-10-21,0
临床医学生/营销培训生/技术培训生/IT培训生,广州金域医学检验集团股份有限公司,2021-10-20,0
Java开发工程师,北京光宇华夏科技有限责任公司,2021-10-20,0
教师,深圳市盐田区教育系统,2021-10-20,0
硬件类岗位/软件类岗位,上海天数智芯半导体有限公司,2021-10-20,0
营销管理类/信息技术类/财务管理类/招标采购类/法务风控类,郑州美盛房地产开发有限公司,2021-10-20,0
总行员工储备生/总行科技储备生/分支机构员工 /分支机构,郑州银行股份有限公司,2021-10-20,0
编辑记者/美术编辑,四川教育报刊社,2021-10-20,0
专家系统研发/软件开发/算法工程师/大数据工程师,中国中材国际工程股份有限公司,2021-10-20,0
业务拓展类/技术研发类/财务审计类/行政职能类,物产中大集团股份有限公司,2021-10-19,0
工程管理及项目运营类 /数据与信息类 /设计研发类 /资金类 /流程管理类 /财务类 /人力行政计划类等,广州市时代控股集团有限公司,2021-10-19,0
技术专家/运营专家/ 管理/技术培训生,上汽通用五菱汽车股份有限公司,2021-10-19,0
管理培训生,湖南高阳通联信息技术有限公司,2021-10-19,0
机械工程师/软件工程师/电子工程师/电气工程师/算法工程师/销售工程师,深圳市大族机器人有限公司,2021-10-19,0
算法/软件开发工程师,叠境数字科技（上海）有限公司,2021-10-19,0
总行管理培训生/分行管理培训生/总行信息技术岗/营运中心运营支持岗/网点综合服务岗,天津银行股份有限公司成都分行,2021-10-19,0
管理培训生/科技金融培训生/综合营销培训生,广西北部湾银行股份有限公司,2021-10-19,0
交通运输类/金融学类/经济学类 机械/电气及自动化类/电子信息类/计算机类,新疆交通投资（集团）有限责任公司,2021-10-19,0
技术/销售工程师,北京爱万提斯科技有限公司,2021-10-19,0
硬件工程师/测试工程师/FPGA工程师/嵌入式软件工程师/嵌入式软件工程师/系统硬件工程师/卫星综测软件工程师 /卫星姿轨控算法工程师 /卫星姿轨控软件工程师/载荷系统测试工程师/载荷系统工程师/卫星遥感工程师,成都国星宇航科技有限公司,2021-10-19,0
信号完整性工程师,思科系统(中国)研发有限公司,2021-10-19,0
公司总部岗位/财富分支机构岗位,西部证券股份有限公司,2021-10-19,0
硬件及软件工程师/机械结构工程师/产品测试工程师,成都高阳信息技术有限公司,2021-10-19,0
